"id","document_id","item_id","sup_id","unit_price","vat","quoted_qty","bid_no","quote_date","rfq_no","total","bid_document"
"5546","TD22032173","Item220321513","SUP754","59500","excl","30","5","2022-03-16","10227230","1785000","bids/Xerox Scan_21032022102817.PDF"
"5547","TD22032173","Item220321513","SUP343","26413.92","excl","30","6","2022-03-17","10227230","792417.6","bids/Xerox Scan_21032022103150.PDF"
"5548","TD22032173","Item220321513","SUP998","48554","excl","30","7","2022-03-17","10227230","1456620","bids/Xerox Scan_21032022103236.PDF"
"5549","TD22032173","Item220321513","SUP719","42000","excl","30","8","2022-03-17","10227230","1260000","bids/Xerox Scan_21032022103310.PDF"
"5550","TD22032173","Item220321513","SUP521","46700","excl","30","9","2022-03-16","10227230","1401000","bids/Xerox Scan_21032022103417.PDF"
"5551","TD22032173","Item220321513","SUP669","50200","excl","30","10","2022-03-17","10227230","1506000","bids/Xerox Scan_21032022103505.PDF"
"5552","TD22032173","Item220321513","SUP425","68000","excl","30","11","2022-03-17","10227230","2040000","bids/Xerox Scan_21032022103547.PDF"
"5553","TD22032189","Item220321585","SUP998","48554","excl","20","1","2022-03-17","10227232","971080","bids/Xerox Scan_21032022104007.PDF"
"5554","TD22032189","Item220321585","SUP669","50200","excl","20","2","2022-03-17","10227232","1004000","bids/Xerox Scan_21032022104159.PDF"
"5555","TD22032189","Item220321585","SUP946","33277","excl","20","3","2022-03-17","10227232","665540","bids/Xerox Scan_21032022103856.PDF"
"5556","TD22032189","Item220321585","SUP343","26413.92","excl","20","4","2022-03-16","10227232","528278.4","bids/Xerox Scan_21032022104254.PDF"
"5557","TD22032189","Item220321585","SUP954","38500","excl","20","5","2022-03-17","10227232","770000","bids/Xerox Scan_21032022104322.PDF"
"5558","TD22032189","Item220321585","SUP303","95","excl","20","6","2022-03-16","10227232","1900","bids/Xerox Scan_21032022104356.PDF"
"5559","TD22032189","Item220321585","SUP754","59500","excl","20","7","2022-03-16","10227232","1190000","bids/Xerox Scan_21032022104433.PDF"
"5560","TD22032189","Item220321585","SUP456","40800","excl","20","8","2022-03-17","10227232","816000","bids/Xerox Scan_21032022104503.PDF"
"5561","TD22032189","Item220321585","SUP719","42000","excl","20","9","2022-03-17","10227232","840000","bids/1647856992Xerox Scan_21032022103310.PDF"
"5562","TD22032189","Item220321585","SUP521","46700","excl","20","10","2022-03-16","10227232","934000","bids/Xerox Scan_21032022104538.PDF"
"5563","TD22032189","Item220321585","SUP425","68000","excl","20","11","2022-03-17","10227232","1360000","bids/Xerox Scan_21032022104600.PDF"
"5564","TD2203213","Item220321345","SUP998","48554","excl","20","1","2022-03-17","10227232","971080","bids/1647860724Xerox Scan_21032022104007.PDF"
"5565","TD2203213","Item220321345","SUP669","50200","excl","20","2","2022-03-17","10227232","1004000","bids/1647860811Xerox Scan_21032022104159.PDF"
"5566","TD2203213","Item220321345","SUP946","33277","excl","20","3","2022-03-17","10227232","665540","bids/1647860873Xerox Scan_21032022103856.PDF"
"5567","TD2203213","Item220321345","SUP343","26413.92","excl","20","4","2022-03-16","10227232","528278.4","bids/1647860970Xerox Scan_21032022104254.PDF"
"5568","TD2203213","Item220321345","SUP954","38500","excl","20","5","2022-03-17","10227232","770000","bids/1647861017Xerox Scan_21032022104322.PDF"
"5569","TD2203213","Item220321345","SUP303","95","excl","20","6","2022-03-16","10227232","1900","bids/1647861070Xerox Scan_21032022104356.PDF"
"5570","TD2203213","Item220321345","SUP754","59500","excl","20","7","2022-03-16","10227232","1190000","bids/1647861112Xerox Scan_21032022104433.PDF"
"5571","TD2203213","Item220321345","SUP456","40800","excl","20","8","2022-03-17","10227232","816000","bids/1647861151Xerox Scan_21032022104503.PDF"
"5572","TD2203213","Item220321345","SUP719","42000","excl","20","9","2022-03-17","10227232","840000","bids/1647861200Xerox Scan_21032022103310.PDF"
"5573","TD2203213","Item220321345","SUP521","46700","excl","20","10","2022-03-16","10227232","934000","bids/1647861247Xerox Scan_21032022104538.PDF"
"5574","TD2203213","Item220321345","SUP425","68000","excl","20","11","2022-03-17","10227232","1360000","bids/1647861299Xerox Scan_21032022104600.PDF"
"5575","TD22032268","Item220322485","SUP206","420","excl","1000","1","2022-02-09","10221539","420000","bids/Xerox Scan_22032022074630.PDF"
"5576","TD22032268","Item220322485","SUP611","810","excl","1000","2","2022-02-09","10221539","810000","bids/Xerox Scan_22032022074651.PDF"
"5577","TD22032268","Item220322485","SUP859","1000","excl","1000","3","2022-02-08","10221539","1000000","bids/Xerox Scan_22032022074713.PDF"
"5578","TD22032268","Item220322485","SUP437","110","excl","1000","4","2022-02-09","10221539","110000","bids/Xerox Scan_22032022074734.PDF"
"5579","TD22032268","Item220322485","SUP309","96","excl","1000","5","2022-02-08","10221539","96000","bids/Xerox Scan_22032022074757.PDF"
"5580","TD22032273","Item220322447","SUP334","1050","excl","1500","1","2022-03-17","10226025","1575000","bids/Xerox Scan_21032022153353.PDF"
"5581","TD22032273","Item220322447","SUP538","950","excl","1500","2","2022-03-17","10226025","1425000","bids/Xerox Scan_21032022153416.PDF"
"5582","TD22032273","Item220322447","SUP735","2","excl","1500","3","2022-03-17","10226025","3000","bids/Xerox Scan_21032022153445.PDF"
"5583","TD22032273","Item220322447","SUP99","1145","excl","1500","4","2022-03-17","10226025","1717500","bids/Xerox Scan_21032022153506.PDF"
"5584","TD22032273","Item220322447","SUP946","710","excl","1500","5","2022-03-17","10226025","1065000","bids/Xerox Scan_21032022153534.PDF"
"5585","TD22032273","Item220322447","SUP28","1250","excl","1500","6","2022-03-17","10226025","1875000","bids/Xerox Scan_21032022153557.PDF"
"5586","TD22032273","Item220322447","SUP521","950","excl","1500","7","2022-03-16","10226025","1425000","bids/Xerox Scan_21032022153631.PDF"
"5587","TD22032273","Item220322447","SUP104","985","excl","1500","8","2022-03-17","10226025","1477500","bids/Xerox Scan_21032022153653.PDF"
"5588","TD22032273","Item220322447","SUP343","736","excl","1500","9","2022-03-17","10226025","1104000","bids/Xerox Scan_21032022153716.PDF"
"5589","TD22032273","Item220322447","SUP456","820","excl","1500","10","2022-03-17","10226025","1230000","bids/Xerox Scan_21032022153732.PDF"
"5590","TD22032273","Item220322447","SUP954","514","excl","1500","11","2022-03-17","10226025","771000","bids/Xerox Scan_21032022153749.PDF"
"5591","TD22032273","Item220322447","SUP423","980","excl","1500","12","2022-03-17","10226025","1470000","bids/Xerox Scan_21032022153806.PDF"
"5592","TD22032213","Item220322324","SUP719","15300","excl","10","1","2022-03-17","10226061","433000","bids/Xerox Scan_21032022153000.PDF"
"5593","TD22032213","Item220322702","SUP719","10000","excl.","10","1","2022-03-17","10226061","433000","bids/Xerox Scan_21032022153000.PDF"
"5594","TD22032213","Item220322306","SUP719","7000","excl.","1","1","2022-03-17","10226061","433000","bids/Xerox Scan_21032022153000.PDF"
"5595","TD22032213","Item220322237","SUP719","13000","excl.","1","1","2022-03-17","10226061","433000","bids/Xerox Scan_21032022153000.PDF"
"5596","TD22032213","Item220322877","SUP719","3000","excl.","10","1","2022-03-17","10226061","433000","bids/Xerox Scan_21032022153000.PDF"
"5597","TD22032213","Item220322680","SUP719","3000","excl.","10","1","2022-03-17","10226061","433000","bids/Xerox Scan_21032022153000.PDF"
"5598","TD22032213","Item220322942","SUP719","4000","excl.","10","1","2022-03-17","10226061","433000","bids/Xerox Scan_21032022153000.PDF"
"5599","TD22032213","Item220322135","SUP719","2000","excl.","5","1","2022-03-17","10226061","433000","bids/Xerox Scan_21032022153000.PDF"
"5600","TD22032213","Item220322656","SUP719","5000","excl.","4","1","2022-03-17","10226061","433000","bids/Xerox Scan_21032022153000.PDF"
"5601","TD22032213","Item22032240","SUP719","1500","excl.","20","1","2022-03-17","10226061","433000","bids/Xerox Scan_21032022153000.PDF"
"5602","TD22032213","Item220322324","SUP309","1300","excl","10","2","2022-03-16","10226061","143000","bids/Xerox Scan_21032022153025.PDF"
"5603","TD22032213","Item220322702","SUP309","2080","excl","10","2","2022-03-16","10226061","143000","bids/Xerox Scan_21032022153025.PDF"
"5604","TD22032213","Item220322306","SUP309","3120","excl","1","2","2022-03-16","10226061","143000","bids/Xerox Scan_21032022153025.PDF"
"5605","TD22032213","Item220322237","SUP309","13000","excl","1","2","2022-03-16","10226061","143000","bids/Xerox Scan_21032022153025.PDF"
"5606","TD22032213","Item220322877","SUP309","1560","excl","10","2","2022-03-16","10226061","143000","bids/Xerox Scan_21032022153025.PDF"
"5607","TD22032213","Item220322680","SUP309","1560","excl","10","2","2022-03-16","10226061","143000","bids/Xerox Scan_21032022153025.PDF"
"5608","TD22032213","Item220322942","SUP309","1560","excl","10","2","2022-03-16","10226061","143000","bids/Xerox Scan_21032022153025.PDF"
"5609","TD22032213","Item220322135","SUP309","1560","excl","5","2","2022-03-16","10226061","143000","bids/Xerox Scan_21032022153025.PDF"
"5610","TD22032213","Item220322656","SUP309","3120","excl","4","2","2022-03-16","10226061","143000","bids/Xerox Scan_21032022153025.PDF"
"5611","TD22032213","Item22032240","SUP309","1300","excl","20","2","2022-03-16","10226061","143000","bids/Xerox Scan_21032022153025.PDF"
"5612","TD22032225","Item220322485","SUP946","36471.56","excl","30","1","2022-03-15","10227230","1094146.8","bids/1647954798Xerox Scan_21032022102419.PDF"
"5613","TD22032225","Item220322485","SUP303","95","excl","30","2","2022-03-15","10227230","2850","bids/1647954858Xerox Scan_21032022102640.PDF"
"5614","TD22032225","Item220322485","SUP954","38500","excl","30","3","2022-03-15","10227230","1155000","bids/1647954900Xerox Scan_21032022102720.PDF"
"5615","TD22032225","Item220322485","SUP456","40800","excl","30","4","2022-03-15","10227230","1224000","bids/1647954967Xerox Scan_21032022102744.PDF"
"5616","TD22032225","Item220322485","SUP754","59500","excl","30","5","2022-03-15","10227230","1785000","bids/1647955009Xerox Scan_21032022102817.PDF"
"5617","TD22032225","Item220322485","SUP343","26413.92","excl","30","6","2022-03-15","10227230","792417.6","bids/1647955083Xerox Scan_21032022103150.PDF"
"5618","TD22032225","Item220322485","SUP998","48554","excl","30","7","2022-03-15","10227230","1456620","bids/1647955137Xerox Scan_21032022103236.PDF"
"5619","TD22032271","Item220322929","SUP946","36471.56","excl","30","1","2022-03-17","10227230","1094146.8","bids/1647955253Xerox Scan_21032022102419.PDF"
"5620","TD22032271","Item220322929","SUP303","95","excl","30","2","2022-03-16","10227230","2850","bids/1647955303Xerox Scan_21032022102640.PDF"
"5621","TD22032271","Item220322929","SUP954","38500","excl","30","3","2022-03-17","10227230","1155000","bids/1647955350Xerox Scan_21032022102720.PDF"
"5622","TD22032271","Item220322929","SUP456","40800","excl","30","4","2022-03-17","10227230","1224000","bids/1647955430Xerox Scan_21032022102744.PDF"
"5623","TD22032245","Item220322784","SUP708","3000","excl","81","1","2022-03-15","10226780","243000","bids/Xerox Scan_22032022151121.PDF"
"5624","TD22032271","Item220322929","SUP754","59500","excl","30","5","2022-03-16","10227230","1785000","bids/1647955497Xerox Scan_21032022102817.PDF"
"5625","TD22032245","Item220322784","SUP496","2500","excl","81","2","2022-03-15","10226780","202500","bids/Xerox Scan_22032022151149.PDF"
"5626","TD22032245","Item220322784","SUP306","2200","excl","81","3","2022-03-15","10226780","178200","bids/Xerox Scan_22032022151219.PDF"
"5627","TD22032271","Item220322929","SUP343","26413.92","excl","30","6","2022-03-17","10227230","792417.6","bids/1647955585Xerox Scan_21032022103150.PDF"
"5628","TD22032271","Item220322929","SUP998","48554","excl","30","7","2022-03-17","10227230","1456620","bids/1647955645Xerox Scan_21032022103236.PDF"
"5629","TD22032271","Item220322929","SUP719","42000","excl","30","8","2022-03-17","10227230","1260000","bids/Xerox Scan_21032022103341.PDF"
"5630","TD22032271","Item220322929","SUP521","46700","excl","30","9","2022-03-16","10227230","1401000","bids/1647955753Xerox Scan_21032022103417.PDF"
"5631","TD22032271","Item220322929","SUP669","50200","excl","30","10","2022-03-17","10227230","1506000","bids/1647955828Xerox Scan_21032022103505.PDF"
"5632","TD22032271","Item220322929","SUP964","68000","excl","30","11","2022-03-17","10227230","2040000","bids/1647955887Xerox Scan_21032022103547.PDF"
"5633","TD22032513","Item220325432","SUP946","31852.89","excl","30","1","2022-03-17","10227230","955586.7","bids/1648203880Xerox Scan_21032022102419.PDF"
"5634","TD22032513","Item220325432","SUP303","95","excl","30","2","2022-03-16","10227230","2850","bids/1648203943Xerox Scan_21032022102640.PDF"
"5635","TD22032513","Item220325432","SUP954","38500","excl","30","3","2022-03-17","10227230","1155000","bids/1648203996Xerox Scan_21032022102720.PDF"
"5636","TD22032513","Item220325432","SUP456","40800","excl","30","4","2022-03-17","10227230","1224000","bids/1648204044Xerox Scan_21032022102744.PDF"
"5637","TD22032513","Item220325432","SUP754","59500","excl","30","5","2022-03-16","10227230","1785000","bids/1648204086Xerox Scan_21032022103150.PDF"
"5638","TD22032513","Item220325432","SUP754","59500","excl","30","5","2022-03-16","10227230","1785000","bids/1648204174Xerox Scan_21032022102817.PDF"
"5639","TD22032513","Item220325432","SUP343","26413.92","excl","30","6","2022-03-16","10227230","792417.6","bids/1648204398Xerox Scan_21032022103150.PDF"
"5640","TD22032513","Item220325432","SUP998","48554","excl","30","7","2022-03-17","10227230","1456620","bids/1648204601Xerox Scan_21032022103236.PDF"
"5641","TD22032513","Item220325432","SUP719","42000","excl","30","8","2022-03-17","10227230","1260000","bids/1648204646Xerox Scan_21032022103341.PDF"
"5642","TD22032513","Item220325432","SUP521","467000","excl","30","9","2022-03-16","10227230","14010000","bids/1648204702Xerox Scan_21032022103417.PDF"
"5643","TD22032513","Item220325432","SUP669","50200","excl","30","10","2022-03-17","10227230","1506000","bids/1648204765Xerox Scan_21032022103505.PDF"
"5644","TD22032513","Item220325432","SUP425","68000","excl","30","11","2022-03-17","10227230","2040000","bids/1648204808Xerox Scan_21032022103547.PDF"
"5645","TD22032558","Item220325952","SUP700","16250","excl","4","1","2022-03-17","10226677","185930","bids/1648208005Xerox Scan_18032022102145.PDF"
"5646","TD22032558","Item220325789","SUP700","20155","excl.","2","1","2022-03-17","10226677","185930","bids/1648208005Xerox Scan_18032022102145.PDF"
"5647","TD22032558","Item220325763","SUP700","20155","excl.","2","1","2022-03-17","10226677","185930","bids/1648208005Xerox Scan_18032022102145.PDF"
"5648","TD22032558","Item220325739","SUP700","20155","excl.","2","1","2022-03-17","10226677","185930","bids/1648208005Xerox Scan_18032022102145.PDF"
"5649","TD22032517","Item22032532","SUP946","31852.89","excl","30","1","2022-03-17","10227230","955586.7","bids/1648208877Xerox Scan_21032022102419.PDF"
"5650","TD22032517","Item22032532","SUP303","95","excl","30","2","2022-03-16","10227230","2850","bids/1648208924Xerox Scan_21032022102640.PDF"
"5651","TD22032517","Item22032532","SUP954","38500","excl","30","3","2022-03-17","10227230","1155000","bids/1648209018Xerox Scan_21032022102720.PDF"
"5652","TD22032517","Item22032532","SUP456","40800","excl","30","4","2022-03-17","10227230","1224000","bids/1648209102Xerox Scan_21032022102744.PDF"
"5653","TD22032517","Item22032532","SUP754","59500","excl","30","5","2022-03-16","10227230","1785000","bids/1648209156Xerox Scan_21032022102817.PDF"
"5654","TD22032517","Item22032532","SUP343","26413.92","excl","30","6","2022-03-16","10227230","792417.6","bids/1648209231Xerox Scan_21032022103150.PDF"
"5655","TD22032517","Item22032532","SUP998","48554","excl","30","7","2022-03-17","10227230","1456620","bids/1648209344Xerox Scan_21032022103236.PDF"
"5656","TD22032517","Item22032532","SUP719","42000","excl","30","8","2022-03-17","10227230","1260000","bids/1648209392Xerox Scan_21032022103341.PDF"
"5657","TD22032517","Item22032532","SUP521","46700","excl","30","9","2022-03-16","10227230","1401000","bids/1648209451Xerox Scan_21032022103417.PDF"
"5658","TD22032517","Item22032532","SUP669","50200","excl","30","10","2022-03-17","10227230","1506000","bids/1648209486Xerox Scan_21032022103505.PDF"
"5659","TD22032517","Item22032532","SUP425","68000","excl","30","11","2022-03-17","10227230","2040000","bids/1648209526Xerox Scan_21032022103547.PDF"
"5660","TD22032859","Item220328740","SUP625","30000","excl","2","1","2022-03-17","10226698","307500","bids/Xerox Scan_28032022083542.PDF"
"5661","TD22032859","Item22032818","SUP625","41250","excl.","2","1","2022-03-17","10226698","307500","bids/Xerox Scan_28032022083542.PDF"
"5662","TD22032859","Item220328430","SUP625","41250","excl.","2","1","2022-03-17","10226698","307500","bids/Xerox Scan_28032022083542.PDF"
"5663","TD22032859","Item220328119","SUP625","41250","excl.","2","1","2022-03-17","10226698","307500","bids/Xerox Scan_28032022083542.PDF"
"5664","TD22032859","Item220328740","SUP733","72000","excl","8","2","2022-03-16","10226698","576000","bids/Xerox Scan_28032022083625.PDF"
"5665","TD22032859","Item220328740","SUP700","59400","excl","8","3","2022-03-17","10226698","475200","bids/Xerox Scan_28032022083709.PDF"
"5666","TD22032859","Item220328740","SUP503","55580","excl","8","4","2022-03-16","10226698","444640","bids/Xerox Scan_28032022083739.PDF"
"5667","TD22032859","Item220328740","SUP503","61605","excl","8","5","2022-03-16","10226698","492840","bids/Xerox Scan_28032022083758.PDF"
"5668","TD22032860","Item220328800","SUP833","270000","excl","4","1","2022-03-24","10226459","1080000","bids/Xerox Scan_25032022153121.PDF"
"5669","TD22032860","Item220328800","SUP334","272000","excl","4","2","2022-03-24","10226459","1088000","bids/Xerox Scan_25032022153200.PDF"
"5670","TD22032860","Item220328800","SUP425","285000","excl","4","3","2022-03-24","10226459","1140000","bids/Xerox Scan_25032022153234.PDF"
"5671","TD22032860","Item220328800","SUP422","177874","excl","4","4","2022-03-24","10226459","711496","bids/Xerox Scan_25032022153415.PDF"
"5672","TD22032860","Item220328800","SUP422","177874","excl","4","4","2022-03-24","10226459","711496","bids/Xerox Scan_25032022153341.PDF"
"5673","TD22032860","Item220328800","SUP832","183750","excl","4","5","2022-03-22","10226459","735000","bids/1648453153Xerox Scan_25032022153415.PDF"
"5674","TD22032860","Item220328800","SUP99","275000","excl","4","6","2022-03-24","10226459","1100000","bids/Xerox Scan_25032022153453.PDF"
"5675","TD22032860","Item220328800","SUP946","129095","excl","4","7","2022-03-24","10226459","516380","bids/Xerox Scan_25032022153533.PDF"
"5676","TD22032860","Item220328800","SUP104","200000","excl","4","8","2022-03-24","10226459","800000","bids/Xerox Scan_25032022153611.PDF"
"5677","TD22032860","Item220328800","SUP131","232000","excl","4","9","2022-03-23","10226459","928000","bids/Xerox Scan_25032022153724.PDF"
"5678","TD22032860","Item220328800","SUP423","25000","excl","4","10","2022-03-24","10226459","100000","bids/Xerox Scan_25032022153911.PDF"
"5679","TD22032860","Item220328800","SUP131","232000","excl","4","9","2022-03-23","10226459","928000","bids/Xerox Scan_25032022153652.PDF"
"5680","TD22032860","Item220328800","SUP27","327600","excl","4","10","2022-03-23","10226459","1310400","bids/1648453608Xerox Scan_25032022153724.PDF"
"5681","TD22032860","Item220328800","SUP423","25000","excl","4","11","2022-03-24","10226459","100000","bids/1648453703Xerox Scan_25032022153911.PDF"
"5682","TD22032860","Item220328800","SUP532","298000","excl","4","12","2022-03-24","10226459","1192000","bids/Xerox Scan_25032022153953.PDF"
"5683","TD22032860","Item220328800","SUP397","125000","excl","4","13","2022-03-24","10226459","500000","bids/1648453946Xerox Scan_25032022154027.PDF"
"5684","TD22032860","Item220328800","SUP397","125000","excl","4","13","2022-03-24","10226459","500000","bids/1648453947Xerox Scan_25032022154027.PDF"
"5685","TD22032860","Item220328800","SUP397","125000","excl","4","13","2022-03-24","10226459","500000","bids/1648453948Xerox Scan_25032022154027.PDF"
"5686","TD22032860","Item220328800","SUP397","125000","excl","4","13","2022-03-24","10226459","500000","bids/1648453949Xerox Scan_25032022154027.PDF"
"5687","TD22032860","Item220328800","SUP617","190000","excl","4","14","2022-03-24","10226459","760000","bids/Xerox Scan_25032022154119.PDF"
"5688","TD22032860","Item220328800","SUP727","250000","excl","4","15","2022-03-24","10226459","1000000","bids/Xerox Scan_25032022154143.PDF"
"5689","TD22032860","Item220328800","SUP658","325000","excl","4","16","2022-03-24","10226459","1300000","bids/Xerox Scan_25032022154224.PDF"
"5690","TD22032860","Item220328800","SUP527","278084.95","excl","4","17","2022-03-23","10226459","1112339.8","bids/Xerox Scan_25032022154348.PDF"
"5691","TD22032860","Item220328800","SUP181","895000","excl","4","18","2022-03-23","10226459","3580000","bids/Xerox Scan_25032022154422.PDF"
"5692","TD22032860","Item220328800","SUP28","370000","excl","4","19","2022-03-24","10226459","1480000","bids/Xerox Scan_25032022154539.PDF"
"5693","TD22032860","Item220328800","SUP538","320000","excl","4","20","2022-03-24","10226459","1280000","bids/Xerox Scan_25032022154624.PDF"
"5694","TD22032860","Item220328800","SUP538","320000","excl","4","20","2022-03-24","10226459","1280000","bids/1648454565Xerox Scan_25032022154624.PDF"
"5695","TD22032860","Item220328800","SUP538","320000","excl","4","20","2022-03-24","10226459","1280000","bids/1648454590Xerox Scan_25032022154624.PDF"
"5696","TD22032860","Item220328800","SUP538","320000","excl","4","20","2022-03-24","10226459","1280000","bids/1648454880Xerox Scan_25032022154624.PDF"
"5697","TD22032860","Item220328800","SUP538","320000","excl","4","20","2022-03-24","10226459","1280000","bids/1648456065Xerox Scan_25032022154624.PDF"
"5698","TD22032860","Item220328800","SUP538","320000","excl","4","20","2022-03-24","10226459","1280000","bids/1648456256Xerox Scan_25032022154624.PDF"
"5699","TD22032860","Item220328800","SUP538","320000","excl","4","20","2022-03-24","10226459","1280000","bids/1648456832Xerox Scan_25032022154624.PDF"
"5700","TD22032836","Item220328392","SUP425","370000","excl","2","1","2022-03-17","10225075","740000","bids/Xerox Scan_28032022113738.PDF"
"5701","TD22032836","Item220328392","SUP456","250000","excl","2","2","2022-03-17","10225075","500000","bids/Xerox Scan_28032022113808.PDF"
"5702","TD22032836","Item220328392","SUP163","272000","excl.","2","3","2022-03-16","10225075","544000","bids/Xerox Scan_28032022113837.PDF"
"5703","TD22032836","Item220328392","SUP343","49227","excl","2","4","2022-03-16","10225075","98454","bids/Xerox Scan_28032022113857.PDF"
"5704","TD22032836","Item220328392","SUP946","44875","excl","2","5","2022-03-17","10225075","89750","bids/Xerox Scan_28032022113931.PDF"
"5705","TD22032810","Item220328377","SUP422","8470903","excl","1","1","2022-03-14","10226482","8470903","bids/Xerox Scan_28032022120210.PDF"
"5706","TD22032963","Item220329489","SUP833","270000","excl","4","1","2022-03-24","10226459","1080000","bids/Xerox Scan_29032022101933.PDF"
"5707","TD22032963","Item220329489","SUP334","272000","excl","4","2","2022-03-24","10226459","1088000","bids/Xerox Scan_29032022102026.PDF"
"5708","TD22032963","Item220329489","SUP425","285000","excl","4","3","2022-03-24","10226459","1140000","bids/Xerox Scan_29032022102108.PDF"
"5709","TD22032963","Item220329489","SUP422","177874.4","excl","4","4","2022-03-24","10226459","711497.6","bids/Xerox Scan_29032022102153.PDF"
"5710","TD22032963","Item220329489","SUP832","183750","excl","4","5","2022-03-22","10226459","735000","bids/Xerox Scan_29032022102232.PDF"
"5711","TD22032963","Item220329489","SUP99","275000","excl","4","6","2022-03-24","10226459","1100000","bids/Xerox Scan_29032022102337.PDF"
"5712","TD22032963","Item220329489","SUP946","129095","excl","4","7","2022-03-24","10226459","516380","bids/Xerox Scan_29032022102438.PDF"
"5713","TD22032963","Item220329489","SUP104","200000","excl","4","8","2022-03-24","10226459","800000","bids/Xerox Scan_29032022102519.PDF"
"5714","TD22032963","Item220329489","SUP131","232000","excl","4","9","2022-03-23","10226459","928000","bids/Xerox Scan_29032022102554.PDF"
"5715","TD22032963","Item220329489","SUP27","327600","excl","4","10","2022-03-23","10226459","1310400","bids/Xerox Scan_29032022102632.PDF"
"5716","TD22032963","Item220329489","SUP423","250000","excl","4","11","2022-03-24","10226459","1000000","bids/Xerox Scan_29032022102730.PDF"
"5717","TD22032963","Item220329489","SUP532","298000","excl","4","12","2022-03-24","10226459","1192000","bids/Xerox Scan_29032022102845.PDF"
"5718","TD22032963","Item220329489","SUP397","125000","excl","4","13","2022-03-24","10226459","500000","bids/Xerox Scan_29032022102915.PDF"
"5719","TD22032963","Item220329489","SUP617","190000","excl","4","14","2022-03-24","10226459","760000","bids/Xerox Scan_29032022103015.PDF"
"5720","TD22032963","Item220329489","SUP727","250000","excl","4","15","2022-03-24","10226459","1000000","bids/Xerox Scan_29032022103215.PDF"
"5721","TD22032963","Item220329489","SUP658","325000","excl","4","16","2022-03-24","10226459","1300000","bids/Xerox Scan_29032022103255.PDF"
"5722","TD22032963","Item220329489","SUP527","278084.95","excl","4","17","2022-03-23","10226459","1112339.8","bids/Xerox Scan_29032022103345.PDF"
"5723","TD22032963","Item220329489","SUP181","895000","excl","4","18","2022-03-23","10226459","3580000","bids/Xerox Scan_29032022103422.PDF"
"5724","TD22032963","Item220329489","SUP28","370000","excl","4","19","2022-03-24","10226459","1480000","bids/Xerox Scan_29032022103513.PDF"
"5725","TD22032963","Item220329489","SUP538","320000","excl","4","20","2022-03-24","10226459","1280000","bids/Xerox Scan_29032022103552.PDF"
"5726","TD22032963","Item220329489","SUP454","170000","excl","4","21","2022-03-23","10226459","680000","bids/Xerox Scan_29032022103642.PDF"
"5727","TD22032963","Item220329489","SUP510","150000","excl","4","21","2022-03-23","10226459","600000","bids/Xerox Scan_29032022103735.PDF"
"5728","TD22032963","Item220329489","SUP538","320000","excl","4","20","2022-03-24","10226459","1280000","bids/1648545920Xerox Scan_29032022103552.PDF"
"5729","TD22032963","Item220329489","SUP454","170000","excl","4","21","2022-03-23","10226459","680000","bids/1648545969Xerox Scan_29032022103642.PDF"
"5730","TD22032963","Item220329489","SUP510","150000","excl","4","22","2022-03-23","10226459","600000","bids/1648546056Xerox Scan_29032022103735.PDF"
"5731","TD22032963","Item220329489","SUP954","374000","excl","4","23","2022-03-24","10226459","1496000","bids/Xerox Scan_29032022103805.PDF"
"5732","TD22033162","Item220331783","SUP105","51876","excl","1","1","2022-03-25","10227982","51876","bids/Xerox Scan_29032022170056.PDF"
"5733","TD22033162","Item220331783","SUP306","157200","excl","1","2","2022-03-25","10227982","157200","bids/Xerox Scan_29032022170130.PDF"
"5734","TD22033162","Item220331783","SUP708","100000","excl","1","3","2022-03-25","10227982","100000","bids/Xerox Scan_29032022170156.PDF"
"5735","TD2203319","Item220331766","SUP15","30000","excl","10","1","2022-03-23","10224525","4450000","bids/Xerox Scan_29032022165640.PDF"
"5736","TD2203319","Item22033195","SUP15","30000","excl.","10","1","2022-03-23","10224525","4450000","bids/Xerox Scan_29032022165640.PDF"
"5737","TD2203319","Item220331245","SUP15","350000","excl.","10","1","2022-03-23","10224525","4450000","bids/Xerox Scan_29032022165640.PDF"
"5738","TD2203319","Item220331297","SUP15","35000","excl.","10","1","2022-03-23","10224525","4450000","bids/Xerox Scan_29032022165640.PDF"
"5739","TD2203319","Item220331766","SUP752","55000","excl","10","2","2022-03-23","10224525","2374000","bids/Xerox Scan_29032022165708.PDF"
"5740","TD2203319","Item22033195","SUP752","55000","excl","10","2","2022-03-23","10224525","2374000","bids/Xerox Scan_29032022165708.PDF"
"5741","TD2203319","Item220331245","SUP752","63700","excl","10","2","2022-03-23","10224525","2374000","bids/Xerox Scan_29032022165708.PDF"
"5742","TD2203319","Item220331297","SUP752","63700","excl","10","2","2022-03-23","10224525","2374000","bids/Xerox Scan_29032022165708.PDF"
"5743","TD2203319","Item220331766","SUP422","65250","excl","10","3","2022-03-23","10224525","2784000","bids/Xerox Scan_29032022165755.PDF"
"5744","TD2203319","Item22033195","SUP422","65250","excl","10","3","2022-03-23","10224525","2784000","bids/Xerox Scan_29032022165755.PDF"
"5745","TD2203319","Item220331245","SUP422","73950","excl","10","3","2022-03-23","10224525","2784000","bids/Xerox Scan_29032022165755.PDF"
"5746","TD2203319","Item220331297","SUP422","73950","excl","10","3","2022-03-23","10224525","2784000","bids/Xerox Scan_29032022165755.PDF"
