"document_id","rfq_date","scope_of_work","closing_date","closing_time","rfq_no","advert","pr_number","pr_date","tender_opened","tac_date","region"
"TD21111792","2021-11-09","Cable for Borrowdale Depot  ref stf 2690993 2021-176303 ","2021-11-11","10:00","10219987","adverts/Xerox Scan_17112021105628.PDF","acc404088","2021-11-09","2021-11-11","2021-11-17",
"TD21111884","2021-11-03"," Purchase of degreaser for Rain Season Preparedness","2021-11-05","10:00","10214996","adverts/Xerox Scan_18112021102646.PDF","acc404088","2021-11-03","2021-11-05","2021-11-18","harare"
"TD21113018","2021-11-05"," REMOVAL OF TOP SOIL 200MM TOP SOIL AT STORES ","2021-11-12","10:00","10219417","adverts/Xerox Scan_30112021112058.PDF","acc475005","2021-11-12","2021-11-12","2021-11-30","harare"
"TD21120865","2021-11-30"," TONER CARTRIDGE 55A AND 05A","2021-12-02","10:00","10220530","adverts/Xerox Scan_08122021162847.PDF","acc473000","2021-12-08","2021-12-02","2021-12-08","harare"
"TD21120917","2021-11-30"," 205 R 16 TUBELESS TYRES AND TUBELESS VALVE 413","2021-12-02","10:00","10212229","adverts/1639056436Xerox Scan_08122021163158.PDF","acc473960","2021-12-09","2021-12-02","2021-12-09","harare"
"TD21120923","2021-12-07"," CABLE 185MM2 CU 3C 11KV XLPE G/VIEW DEPOT","2021-12-09","10:00","10215905","adverts/1639047924Xerox Scan_09122021104659.PDF","acc404088","2021-12-09","2021-12-09","2021-12-09","harare"
"TD21120944","2021-12-06"," CABLE 95MM2 4C CU PVC/SWA B/DALE DEPOT","2021-12-08","10:00","10221809","adverts/Xerox Scan_09122021104235.PDF","acc404088","2021-12-08","2021-12-08","2021-12-09","harare"
"TD21120947","2021-12-09"," TESTING RANKING IN LIVE","2021-12-09","10:00","23234565","adverts/Priority Coding.txt","acc404065","2021-12-09","2021-12-09","2021-12-09","harare"
"TD21120948","2021-12-06"," ","2021-12-08","10:00","10221040","adverts/Xerox Scan_09122021095852.PDF","acc473020","2021-12-08","2021-12-08","2021-12-09","harare"
"TD21120971","2021-12-06"," CABLE PVC  INSULATED 4C x 70MM2 CU SWA B/DALE","2021-12-08","10:00","10221805","adverts/Xerox Scan_09122021104411.PDF","acc404088","2021-12-08","2021-12-08","2021-12-09","harare"
"TD21120977","2021-12-06"," CABLE 185MM2 4C CU PVC/SWA MABVUKU DEPOT","2021-12-08","10:00","10221370","adverts/Xerox Scan_09122021104532.PDF","acc404088","2021-12-08","2021-12-08","2021-12-09","harare"
"TD21120979","2021-12-07"," CABLE 185MM2 CU 3C 11KV XLPE","2021-12-09","10:00","10215905","adverts/Xerox Scan_09122021104659.PDF","acc404088","2021-12-09","2021-12-09","2021-12-09",
"TD21120984","2021-12-03"," ","2021-12-07","10:00","10221729","adverts/Xerox Scan_09122021094009.PDF","acc466607","2021-12-07","2021-12-07","2021-12-09","harare"
"TD21120994","2021-12-17"," UPGRADE OF CCTV WYNNE STREET BANKING HALL ","2021-12-17","10:00","10212379","adverts/Xerox Scan_09122021124555.PDF","acc474030","2021-12-17","2021-12-17","2021-12-09","harare"
"TD21120999","2021-11-30"," 205 R 16 TUBELESS TYRES AND TUBELESS VALVE 413","2021-12-02","10:00","10212229","adverts/Xerox Scan_08122021163158.PDF","acc473960","2021-12-09","2021-12-02","2021-12-09","harare"
"TD21121368","2021-12-06"," MAJOR SERVICE FOR NISSAN NP300","2021-12-08","10:00","10216732","adverts/1639395983Xerox Scan_09122021132517.PDF","acc473930","2021-12-06","2021-12-08","2021-12-13","harare"
"TD2112137","2021-12-06"," MAJOR SERVICE FOR NISSAN NP300","2021-12-08","10:00","10216732","adverts/Xerox Scan_09122021132517.PDF","acc473930","2021-12-06","2021-12-08","2021-12-13","harare"
"TD21121449","2021-12-06"," MAJOR SERVICE FOR NISSAN NP300","2021-12-08","10:00","10216732","adverts/1639469660Xerox Scan_09122021132517.PDF","acc473930","2021-12-06","2021-12-08","2021-12-08","harare"
"TD21121464","2021-12-06"," Motor vehicle service 2","2021-12-08","10:00","10216732","adverts/AGRICURA-1HA-ONION-2017.pdf","acc473930","2021-12-08","2021-12-08","2021-12-08","harare"
"TD21121476","2021-12-06","Motor vehicle service","2021-12-08","10:00","10267334","adverts/16394901092.1 Introduction to Networks -Cisco IOS Access.pdf","acc473930","2021-12-08","2021-12-08","2021-12-08","harare"
"TD21121484","2021-12-06","Motor vehicle service","2021-12-08","10:00","10267334","adverts/2.1 Introduction to Networks -Cisco IOS Access.pdf","acc473930","2021-12-08","2021-12-08","2021-12-08","harare"
"TD2112151","2021-11-30"," 205 R 16 TUBELESS TYRES AND TUBELESS VALVE 413","2021-12-02","10:00","10212229","adverts/1639567084Xerox Scan_08122021163158.PDF","acc473930","2021-11-30","2021-12-02","2021-12-15","harare"
"TD21121526","2021-12-06"," FILTERS","2021-12-08","10:00","10221472","adverts/Xerox Scan_09122021131526.PDF","acc473930","2021-12-06","2021-12-08","2021-12-15","harare"
"TD21121551","2021-11-24"," LINE MATERIAL","2021-11-26","10:00","10220557","adverts/Xerox Scan_15122021154131.PDF","acc404086","2021-11-24","2021-11-26","2021-12-15","harare"
"TD21121555","2021-12-06"," MAJOR SERVICE FOR NISSAN NP300","2021-12-08","10:00","10216732","adverts/1639557556Xerox Scan_09122021132517.PDF","acc473930","2021-12-06","2021-12-08","2021-12-15","harare"
"TD21121564","2021-12-06"," MAJOR SERVICE FOR NISSAN NP300 2","2021-12-08","10:00","10217378","adverts/Xerox Scan_09122021132205.PDF","acc473930","2021-12-06","2021-12-08","2021-12-15","harare"
"TD2112157","2021-11-30"," CABLE  120 MM2 4C CU PVC SWA/660V METER ","2021-12-02","10:00","10219443","adverts/Xerox Scan_09122021135226.PDF","acc404087","2021-11-30","2021-12-02","2021-12-15","harare"
"TD21121616","2021-11-30"," CABLE 95.0MM2 4C CU PVC/SWA","2021-12-02","10:00","10217173","adverts/Xerox Scan_09122021140422.PDF","acc404087","2021-11-30","2021-12-02","2021-12-16","harare"
"TD21121623","2021-12-08"," CONDUCTOR SCA 200MM2 NEW BARE/PANTHE","2021-12-10","10:00","10222161","adverts/Xerox Scan_16122021100741.PDF","acc404087","2021-12-08","2021-12-10","2021-12-16","harare"
"TD21121626","2021-12-06"," FUSE LUCY POLE UNIT 400A 440V TYPE MCP","2021-12-08","10:00","10221824","adverts/Xerox Scan_09122021133219.PDF","acc404087","2021-12-06","2021-12-08","2021-12-16","harare"
"TD21121632","2021-12-08"," RING MAIM UNIT","2021-12-10","10:00","10221492","adverts/Xerox Scan_16122021095644.PDF","acc404085","2021-12-08","2021-12-10","2021-12-16","harare"
"TD21121642","2021-12-08"," CLAMP STRN G/TYPE EA6 3 BOLT 100MM","2021-12-10","10:00","10221377","adverts/Xerox Scan_16122021094142.PDF","acc404085","2021-12-08","2021-12-10","2021-12-16","harare"
"TD21121643","2021-12-16","LIVE TESTING","2021-12-16","10:00","10219987A","adverts/Xerox Scan_10122021121930.PDF","acc403500","2021-12-16","2021-12-16","2021-12-16","harare"
"TD21121663","2021-12-16"," test for rejection","2021-12-16","10:00","10221920","adverts/min.pdf","acc404080","2021-12-16","2021-12-16","2021-12-16","harare"
"TD21121665","2021-12-08"," BRACKET LV FUSE","2021-12-10","10:00","10221808","adverts/Xerox Scan_16122021100123.PDF","acc404085","2021-12-08","2021-12-10","2021-12-16","harare"
"TD21121697","2021-12-08"," SUPPLY AND FIT TENT ON NISSAN NP300","2021-12-10","10:00","10221961","adverts/Xerox Scan_09122021135147.PDF","acc473930","2021-12-08","2021-12-10","2021-12-16","harare"
"TD21121715","2021-12-16"," J/KITS 120-185MM2","2021-12-17","10:00","10221469","adverts/Xerox Scan_17122021120840.PDF","acc404087","2021-12-16","2021-12-17","2021-12-17","harare"
"TD21121740","2021-12-16","  MOTOR CYCLE RAIN SUITS","2021-12-17","10:00","10222312","adverts/Xerox Scan_17122021120537.PDF","acc473650","2021-12-16","2021-12-17","2021-12-17","harare"
"TD21121761","2021-12-16"," J/KITS AND HACKSAW BLADE","2021-12-17","10:00","10221265","adverts/Xerox Scan_17122021122001.PDF","acc404087","2021-12-16","2021-12-17","2021-12-17","harare"
"TD21122012","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222579","adverts/Xerox Scan_20122021112131.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122016","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222580","adverts/1640018045Xerox Scan_20122021111547.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122019","2021-12-17"," ","2021-12-17","10:00","10220397","adverts/1640008134Xerox Scan_20122021081021.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122021","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222580","adverts/1640018267Xerox Scan_20122021111547.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122024","2021-12-15"," Jointing kit 120mm-185mm2 11KV 3C XLPE","2021-12-17","10:00","10220396","adverts/Xerox Scan_20122021081931.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122028","2021-12-20"," REPLACE BROKEN LEAF SPRING AND RECONDITION BOTH FRONT SPRINGS NISSAN UD 70","2021-12-20","10:00","10222427","adverts/Xerox Scan_20122021114336.PDF","acc466607","2021-12-20","2021-12-20","2021-12-20","harare"
"TD21122030","2021-12-15"," FERRULES 300MM2 SHEAR","2021-12-17","10:00","10222433","adverts/Xerox Scan_20122021080216.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122034","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10221305","adverts/Xerox Scan_20122021110935.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122041","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222580","adverts/Xerox Scan_20122021111547.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122042","2021-12-20"," SUPPLY STARTER MOTOR FOR NISSAN UG780 LONG NOSE REG.NO. ABY9514, FLEET NO.2543 SUPPLY ALTERNATOR FOR NISSAN UG780 LONG NOSE REG.NO. ABY9514, FLEET NO.2543","2021-12-20","10:00","10222412","adverts/Xerox Scan_20122021114447.PDF","acc466607","2021-12-20","2021-12-20","2021-12-20","harare"
"TD21122043","2021-12-17"," FOR S/S 188 TRANSTOBAC FAULT CABLE REF STF 2711163 MABVUKU","2021-12-17","10:00","10222425","adverts/Xerox Scan_20122021114647.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122044","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222580","adverts/1640018115Xerox Scan_20122021111547.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122053","2021-12-15"," j/kits 120-185mm2 11kv 3C PILC","2021-12-17","10:00","10220397","adverts/Xerox Scan_20122021081021.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122055","2021-11-22"," FERRULE SHEAR BOLTS 50-240MM2","2021-11-24","10:00","10220836","adverts/Xerox Scan_17122021143139.PDF","acc404088","2021-12-20","2021-11-24","2021-12-20","harare"
"TD2112206","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222580","adverts/1640018046Xerox Scan_20122021111547.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122061","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222580","adverts/1640018073Xerox Scan_20122021111547.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122067","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222580","adverts/1640018113Xerox Scan_20122021111547.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122069","2021-12-15"," Jointing kit 120mm-185mm2 11KV 3C XLPE","2021-12-17","10:00","10220396","adverts/1639998015Xerox Scan_20122021081931.PDF","acc404088","2021-12-20","2021-12-17","2021-12-20","harare"
"TD21122070","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10221306","adverts/Xerox Scan_20122021110659.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122071","2021-12-07"," FOR STOCK NISSAN NP 300 YD25","2021-12-07","10:00","10221729","adverts/Xerox Scan_20122021111324.PDF","acc466607","2021-12-07","2021-12-07","2021-12-20","harare"
"TD21122074","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222580","adverts/1640018044Xerox Scan_20122021111547.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122076","2021-12-17"," REQUIRED FOR STOCK REPLENISHEMENT","2021-12-17","10:00","10220397","adverts/1640003476Xerox Scan_20122021081021.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122079","2021-12-20"," SUPPLY STARTER MOTOR FOR NISSAN UG780 LONG NOSE REG.NO. ABY9514, FLEET NO.2543 SUPPLY ALTERNATOR FOR NISSAN UG780 LONG NOSE REG.NO. ABY9514, FLEET NO.2543","2021-12-20","10:00","10222412","adverts/1640017059Xerox Scan_20122021114447.PDF","acc466607","2021-12-20","2021-12-20","2021-12-20","harare"
"TD21122083","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10220216","adverts/Xerox Scan_20122021105921.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122084","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222580","adverts/1640018114Xerox Scan_20122021111547.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122093","2021-12-08"," ","2021-12-08","10:00","10215826","adverts/Xerox Scan_20122021111150.PDF","acc404088","2021-12-08","2021-12-08","2021-12-20","harare"
"TD21122096","2021-12-17"," EAST DISTRICT FAULTS","2021-12-17","14:00","10222580","adverts/1640018043Xerox Scan_20122021111547.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20","harare"
"TD21122098","2021-12-17","REQUIRED FOR STOCK REPLENISHEMENT","2021-12-17","14:00","10220397","adverts/1640000826Xerox Scan_20122021081021.PDF","acc404088","2021-12-17","2021-12-17","2021-12-20",
"TD21122111","2021-11-18"," carry out engine  overhaul as necessary daf 825 hr2428 aef 5731 ( chit)","2021-11-18","10:00","10219298","adverts/Xerox Scan_16122021171801.PDF","acc466607","2021-11-18","2021-11-18","2021-12-21","harare"
"TD21122121","2021-11-26"," REQUIRED FOR STOCK REPLENISHMENT","2021-11-26","10:00","10221586","adverts/Xerox Scan_16122021164927.PDF","acc404088","2021-11-26","2021-11-26","2021-12-21","harare"
"TD21122126","2021-11-26"," REQUIRED FOR STOCK REPLENISHMENT","2021-11-26","10:00","10221587","adverts/Xerox Scan_17122021141214.PDF","acc404088","2021-11-26","2021-11-26","2021-12-21","harare"
"TD21122153","2021-11-18"," carry out complete refurbishment (including mechanical & electricals mitsubishi l200 ht5071 abi 7819 (chit)","2021-11-18","10:00","10213978","adverts/Xerox Scan_16122021172616.PDF","acc466607","2021-11-18","2021-11-18","2021-12-21","harare"
"TD21122165","2021-11-18"," carry out engine  overhaul as necessary daf 825 hr2428 aef 5731 ( chit)","2021-11-18","10:00","10219298","adverts/1640072866Xerox Scan_16122021171801.PDF","acc466607","2021-11-18","2021-11-18","2021-12-21","harare"
"TD21122167","2021-12-15"," FOR STOCK","2021-12-15","10:00","10212230","adverts/Xerox Scan_16122021162244.PDF","acc466607","2021-12-15","2021-12-15","2021-12-21","harare"
"TD21122175","2021-12-16"," supply vehicle 30 vehicle stands for garage use","2021-12-16","10:00","10210796","adverts/Xerox Scan_16122021163046.PDF","acc466607","2021-12-16","2021-12-16","2021-12-21","harare"
"TD21122311","0000-00-00","PURCHASE OF OXYGEN CONCETRATORS","2021-12-10","10:00","10217151","adverts/Xerox Scan_16122021172207.PDF","acc473670","2021-12-08","2021-12-10","2021-12-23","harare"
"TD21122312","0000-00-00","THUST BORING","2021-12-03","10:00","10218441","adverts/Xerox Scan_16122021162626.PDF","acc475800","2021-12-23","2021-12-07","2021-12-23","harare"
"TD21122337","0000-00-00","PURCHASE OF TRANSFORMER OIL","2021-11-18","10:00","10220714","adverts/Xerox Scan_16122021161310.PDF","acc404088","2021-12-23","2021-11-18","2021-12-23","harare"
"TD21122349","2021-12-16"," REPAIR OF COLD ROOM WYNNE STREET ","2021-12-22","10:00","10222427","adverts/1640252147Xerox Scan_23122021112012.PDF","acc475005","2021-12-22","2021-12-23","2021-12-23","harare"
"TD21122351","2021-12-16"," REPAIR OF COLD ROOM WYNNE STREET ","2021-12-22","10:00","10222427","adverts/1640252146Xerox Scan_23122021112012.PDF","acc475005","2021-12-22","2021-12-23","2021-12-23","harare"
"TD21122368","0000-00-00","PURCHASE OF OXYGEN TANKS","2021-12-10","10:00","10217150","adverts/Xerox Scan_16122021173101.PDF","acc473670","2021-12-23","2021-12-10","2021-12-12","harare"
"TD21122378","0000-00-00","PURCHASE OF LINE MATERIALS FOR BORROWDALE DEPOT","2021-11-26","10:00","10221102","adverts/Xerox Scan_16122021161739.PDF","acc404050","2021-11-24","2021-11-26","2021-12-23","harare"
"TD21122417","2021-12-23"," PURCHASE OF CABLE 120MM 4C CU PVC/SWA FOR GRANITESIDE FAULT","2021-12-24","10:00","10222757","adverts/1640344629Xerox Scan_24122021114944.PDF","acc404088","2021-12-23","2021-12-24","2021-12-24","harare"
"TD21122422","2021-11-19"," CABLE TRENCHING CB 79 KOPJE BETWEEN SUBSTATION 1387 & 287","2021-11-23","10:00","10220770","adverts/Xerox Scan_24122021092201.PDF","acc404065","2021-12-24","2021-11-23","2021-12-24","harare"
"TD21122435","2021-12-24"," TRENCH AND RECOVER 100M OF MV CABLE  SOUTHERTON  DEPOT ","2021-12-23","10:00","10221845","adverts/Xerox Scan_24122021112301.PDF","acc404088","2021-12-23","2021-12-24","2021-12-24","harare"
"TD2112245","2021-12-03"," REISTATEMENT OF TARMAC ","2021-12-07","10:00","10221361","adverts/Xerox Scan_24122021094050.PDF","acc404088","2021-12-24","2021-12-07","2021-12-24","harare"
"TD21122461","2021-12-21"," SUPPLY CLUTCH KIT FOR NISSAN UD95 REG.NO.ACI3611 FLEET NO.HR5190","2021-12-24","10:00","10222552","adverts/Xerox Scan_24122021111135.PDF","acc473930","2021-12-24","2021-12-24","2021-12-24","harare"
"TD21122467","2021-11-19"," CABLE TRENCHING CB 79 KOPJE BETWEEN CB 69 GARDENS AND  S/S 689","2021-11-23","10:00","10220779","adverts/1640336113Xerox Scan_24122021093758.PDF","acc404085","2021-12-24","2021-11-19","2021-12-23","harare"
"TD21122471","2021-11-19"," CABLE TRENCHING CB 79 KOPJE BETWEEN CB 69 GARDENS AND  S/S 689","2021-11-24","10:00","10220779","adverts/Xerox Scan_24122021093758.PDF","acc404085","2021-11-19","2021-11-23","2021-12-24","harare"
"TD2112248","2021-12-23"," PURCHASE OF CABLE 120MM 4C CU PVC/SWA FOR GRANITESIDE FAULT","2021-12-24","10:00","10222757","adverts/Xerox Scan_24122021114944.PDF","acc404088","2021-12-23","2021-12-24","2021-12-24","harare"
"TD21122495","2021-12-23"," TRENCH AND RECOVER 100M OF 11KV CABLE ON CB179   SOUTHERTON  DEPOT ","2021-12-24","10:00","10221844","adverts/Xerox Scan_24122021112626.PDF","acc404088","2021-12-24","2021-12-24","2021-12-24","harare"
"TD21122850","2021-12-21"," PURCHASE OF CLUTCH KIT FOR UD95","2021-12-24","10:00","10222552","adverts/1640677100Xerox Scan_24122021111135.PDF","acc466607","2021-12-28","2021-12-24","2021-12-28","harare"
"TD21122857","2021-12-21"," SUPPLY CLUTCH KIT FOR NISSAN UD95 REG.NO.ACI3611 FLEET NO.HR5190","2021-12-24","10:00","10222552","adverts/Xerox Scan_28122021095820.PDF","acc473930","2021-12-21","2021-12-24","2021-12-28","harare"
"TD21123013","2021-12-23"," supply parts for isuzu 6th generation 4x4 f/n hr5280 (k/dzana)","2021-12-27","10:00","10208887","adverts/Xerox Scan_29122021163209.PDF","acc466607","2021-12-27","2021-12-27","2021-12-30","harare"
"TD21123014","2021-12-27","CRIMPING LUGS FOR STOCK","2021-12-30","10:00","10222789","adverts/1640882060Xerox Scan_30122021163540.PDF","acc404085","2021-12-30","2021-12-30","2021-12-30","harare"
"TD21123016","2021-12-27"," CRIMPING LUGS FOR STOCK ","2021-12-30","10:00","10222789","adverts/1640882391Xerox Scan_30122021163540.PDF","acc404088","2021-12-30","2021-12-30","2021-12-30","harare"
"TD21123017","2021-12-27","CRIMPING LUGS FOR STOCK","2021-12-30","10:00","10222789","adverts/Xerox Scan_30122021163540.PDF","acc404085","2021-12-30","2021-12-30","2021-12-30","harare"
"TD21123018","2021-12-27"," CRIMPING LUGS 95 MM X 12 MM","2021-12-30","10:00","10222790","adverts/Xerox Scan_30122021154544.PDF","acc404085","2021-12-27","2021-12-30","2021-12-30","harare"
"TD2112302","2021-12-23"," supply of spares for nissan np300f/n hr5263 (w/falls) ","2021-12-29","10:00","10216732","adverts/Xerox Scan_29122021163740.PDF","acc466607","2021-12-29","2021-12-29","2021-12-30","harare"
"TD21123020","2021-12-23"," supply parts for isuzu 6th generation 4x4 f/n hr5280 (k/dzana)","2021-12-29","10:00","10208887","adverts/1640877101Xerox Scan_29122021163209.PDF","acc466607","2021-12-29","2021-12-29","2021-12-30","harare"
"TD21123024","2021-12-27"," CRIMPING LUGS 95MM X 20MM","2021-12-30","10:00","10222791","adverts/Xerox Scan_30122021154246.PDF","acc404085","2021-12-27","2021-12-30","2021-12-30","harare"
"TD21123026","2021-12-27","CRIMPING LUGS FOR STOCK","2021-12-30","10:00","10222789","adverts/1640882062Xerox Scan_30122021163540.PDF","acc404085","2021-12-30","2021-12-30","2021-12-30","harare"
"TD21123029","2021-12-27"," CRIMPING 185X16MM LUGS FOR STOCK ","2021-12-30","10:00","10222828","adverts/Xerox Scan_30122021163141.PDF","acc404088","2021-12-30","2021-12-30","2021-12-30","harare"
"TD21123034","2021-12-27","CRIMPING LUGS FOR STOCK","2021-12-30","10:00","10222789","adverts/1640882063Xerox Scan_30122021163540.PDF","acc404085","2021-12-30","2021-12-30","2021-12-30","harare"
"TD21123036","2021-12-27"," JOINTING KITS 120-185MM2 11KV XLPE","2021-12-30","10:00","10222788","adverts/Xerox Scan_30122021155021.PDF","acc404085","2021-12-27","2021-12-30","2021-12-30","harare"
"TD21123038","2021-12-27"," CRIMPING 185X12MM LUGS FOR STOCK ","2021-12-30","10:00","10222827","adverts/Xerox Scan_30122021162720.PDF","acc404088","2021-12-30","2021-12-30","2021-12-30","harare"
"TD21123050","2021-12-21"," DRAWING OFFICE CARTRIDGES ","2021-12-23","10:00","10221559","adverts/1640848587Xerox Scan_29122021164739.PDF","acc473000","2021-12-23","2021-12-23","2021-12-30","harare"
"TD21123051","2021-12-23"," ENGINE PARTS FOR MAZDA BT50 2.2 PETROL f/n hr 5157 (ops)","2021-12-29","10:00","10221552","adverts/Xerox Scan_29122021163523.PDF","acc473930","2021-12-29","2021-12-29","2021-12-30","harare"
"TD21123057","2021-12-17"," LIQUID SANITIZER FOR COVID PREVENTION","2021-12-21","10:00","10222551","adverts/Xerox Scan_29122021165001.PDF","acc404087","2021-12-17","2021-12-21","2021-12-30","harare"
"TD21123059","2021-12-23"," CARRY OUT MECHANICAL & ELECTRICAL REPAIRS & UPHOLSTERY ON MITSUBISH L200","2021-12-29","10:00","10216819","adverts/Xerox Scan_29122021163703.PDF","acc466607","2021-12-23","2021-12-27","2021-12-30","harare"
"TD21123060","2021-12-08"," BRACKET LV FUSE ,FUSE CARRIER ;ARRESTER INTERMEDIATE SURGE J/KIT LV SIZE 6 FOR BORROWDALE FAULT","2021-12-10","10:00","10221808","adverts/Xerox Scan_30122021152351.PDF","acc404085","2021-12-08","2021-12-10","2021-12-30","harare"
"TD21123064","2021-12-21"," MV BOARD STOCK REPLENISHMENT ","2021-12-24","10:00","10219699","adverts/Xerox Scan_29122021164113.PDF","acc404070","2021-12-24","2021-12-24","2021-12-30","harare"
"TD21123065","2021-12-21"," DRAWING OFFICE CARTRIDGES ","2021-12-23","10:00","10221559","adverts/Xerox Scan_29122021164739.PDF","acc473000","2021-12-23","2021-12-23","2021-12-30","harare"
"TD21123071","2021-12-23"," supply nissan np300 YD25 F/N HR5253 (b/dale)","2021-12-29","10:00","10221566","adverts/Xerox Scan_29122021162940.PDF","acc466607","2021-12-29","2021-12-29","2021-12-30","harare"
"TD21123072","2021-12-27","CRIMPING LUGS FOR STOCK","2021-12-30","10:00","10222789","adverts/1640882061Xerox Scan_30122021163540.PDF","acc404085","2021-12-30","2021-12-30","2021-12-30","harare"
"TD21123074","2021-12-03"," TERMINATION KITS FOR STOCK ","2021-12-07","10:00","10211337","adverts/Xerox Scan_29122021163917.PDF","acc404085","2021-12-07","2021-12-07","2021-12-30","harare"
"TD21123075","2021-12-23"," supply clutch kit for isuzu 6th generation f/n hr5283 (w/park)","2021-12-29","10:00","10221536","adverts/Xerox Scan_29122021162644.PDF","acc466607","2021-12-29","2021-12-29","2021-12-30","harare"
"TD21123079","2021-12-20"," UPGRADE OF CCTV WYNNE STREET BANKING HALL ","2021-12-23","10:00","10212379","adverts/Xerox Scan_29122021164859.PDF","acc474030","2021-12-23","2021-12-23","2021-12-30","harare"
"TD2112308","2021-12-27"," J-KITS STOCK REPLENISHMENT","2021-12-30","10:00","10222787","adverts/Xerox Scan_30122021162342.PDF","acc404085","2021-12-30","2021-12-30","2021-12-30","harare"
"TD21123094","2021-11-19"," CABLE TRENCHING CB 79 KOPJE BETWEEN  KOPJE S/S 1387 & S/S 287","2021-11-23","10:00","10220770","adverts/Xerox Scan_30122021095336.PDF","acc404070","2021-12-30","2021-11-23","2021-12-30","harare"
"TD21123163","2021-12-06"," FOR CB 49 COLEFORD REF STF 2679843 MABVUKU","2021-12-08","10:00","10222179","adverts/1640930423Xerox Scan_31122021072651.PDF","acc404086","2021-12-08","2021-12-08","2021-12-08","harare"
"TD21123188","2021-12-06"," FOR CB 49 COLEFORD REF STF 2679843 MABVUKU","2021-12-08","10:00","10222179","adverts/Xerox Scan_31122021072651.PDF","acc404086","2021-12-08","2021-12-08","2021-12-31","harare"
"TD22010317","2021-12-30"," cable 120mm2 4c cu pvc/swa 660v","2021-12-31","10:00","10222917","adverts/Xerox Scan_03012022101614.PDF","acc404088","2021-12-31","2021-12-31","2022-01-03","harare"
"TD22010339","2021-12-28"," supply clutch kit for daf 825 f/n 2429 (mbk) nonturbo","2021-12-30","10:00","10220005","adverts/Xerox Scan_30122021160623.PDF","acc466607","2021-12-28","2021-12-30","2021-12-30","harare"
"TD22010358","2021-12-28"," CONDUCTOR SCA 100MM2 NEW BARE/DOG - WALTON AVENUE REF STF 2718745 B/DALE","2021-12-30","10:00","10222721","adverts/Xerox Scan_03012022145505.PDF","acc404088","2022-01-03","2021-12-30","2022-01-03","harare"
"TD22010362","2021-12-28"," CABLE 120MM2 4C CU PVC/SWA 660V - 29 C/CREIGH REF STF 2718742 B/DALE","2021-12-30","10:00","10222722","adverts/Xerox Scan_03012022145347.PDF","acc404088","2021-12-30","2021-12-30","2022-01-03","harare"
"TD2201041","2021-12-29"," PURCHASE OF HP OMEN i7 17.3'' LAPTOP FOR  PRINCIPAL ENGINEER PLANNING . REF ORDER NO. 4500218904 CANCELLED SUPPLIER FAILED TO SUPPLY","2021-12-31","10:00","10215670","adverts/1641299284Xerox Scan_04012022132903.PDF","acc475300","2022-01-04","2021-12-31","2022-01-04","harare"
