"document_id","rfq_date","scope_of_work","closing_date","closing_time","rfq_no","advert","pr_number","pr_date","tender_opened","tac_date","region"
"TD24041058","2024-04-09"," To purchase Trimmer line 3mmx40/55m , 2 stroke oil plus 1ltr , Husquavana chain oil  1ltr for Kuwadzana Warren park and Melborne Depos North District","2024-04-10","10:00","10267340","adverts/1712757252Xerox Scan_10042024095529.PDF","acc281700","2024-04-09","2024-04-10","2024-04-10","harare"
"TD24041063","2024-04-09"," To purchase Trimmer line 3mmx40/55m , 2 stroke oil plus 1ltr , Husquavana chain oil  1ltr for Kuwadzana Warren park and Melborne Depos North District","2024-04-10","10:00","10267340","adverts/1712757699Xerox Scan_10042024095529.PDF","acc281700","2024-04-09","2024-04-10","2024-04-10","harare"
"TD24041065","2024-04-09"," TO PURCHASE CORPORATE  MEMBERSHIP ","2024-04-09","10:00","10267197","adverts/Xerox Scan_05042024082539.PDF","acc473440","2024-04-09","2024-04-09","2024-04-09","harare"
"TD24041071","2024-04-09"," To purchase Trimmer line 3mmx40/55m , 2 stroke oil plus 1ltr , Husquavana chain oil  1ltr for Kuwadzana Warren park and Melborne Depos North District","2024-04-10","10:00","10267340","adverts/1712757261Xerox Scan_10042024095529.PDF","acc281700","2024-04-09","2024-04-10","2024-04-10","harare"
"TD24041076","2024-04-09"," To purchase Trimmer line 3mmx40/55m , 2 stroke oil plus 1ltr , Husquavana chain oil  1ltr for Kuwadzana Warren park and Melborne Depos North District","2024-04-10","10:00","10267340","adverts/1712757695Xerox Scan_10042024095529.PDF","acc281700","2024-04-09","2024-04-10","2024-04-10","harare"
"TD2404108","2024-04-09"," To purchase Trimmer line 3mmx40/55m , 2 stroke oil plus 1ltr , Husquavana chain oil  1ltr for Kuwadzana Warren park and Melborne Depos North District","2024-04-10","10:00","10267340","adverts/1712757683Xerox Scan_10042024095529.PDF","acc281700","2024-04-09","2024-04-10","2024-04-10","harare"
"TD24041082","2024-04-09"," To purchase Trimmer line 3mmx40/55m , 2 stroke oil plus 1ltr , Husquavana chain oil  1ltr for Kuwadzana Warren park and Melborne Depos North District","2024-04-10","10:00","10267340","adverts/1712757253Xerox Scan_10042024095529.PDF","acc281700","2024-04-09","2024-04-10","2024-04-10","harare"
"TD24041084","2024-04-09"," To purchase Trimmer line 3mmx40/55m , 2 stroke oil plus 1ltr , Husquavana chain oil  1ltr for Kuwadzana Warren park and Melborne Depos North District","2024-04-10","10:00","10267340","adverts/1712757257Xerox Scan_10042024095529.PDF","acc281700","2024-04-09","2024-04-10","2024-04-10","harare"
"TD24041091","2024-04-10"," TO PURCHASE SLEEVES CRIMPING AND FERRULE SHEAR BOLTS FOR SOUTHERTON ","2024-04-10","10:00","10266413","adverts/Xerox Scan_10042024111031.PDF","acc404088","2024-04-10","2024-04-10","2024-04-10","harare"
"TD24041093","2024-04-10"," PURCHASE GATE WHEELS FOR REPAIR OF PRIMARY SUBSTATION GATES","2024-04-10","10:00","10267448","adverts/1712754073Xerox Scan_10042024103511.PDF","acc404088","2024-04-10","2024-04-10","2024-04-10","harare"
"TD24041094","2024-04-10"," PURCHASE GATE WHEELS FOR REPAIR OF PRIMARY SUBSTATION GATES","2024-04-10","10:00","10267448","adverts/1712747182Xerox Scan_10042024103511.PDF","acc404088","2024-04-10","2024-04-10","2024-04-10","harare"
"TD2404111","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS ","2024-04-11","10:00","10263800","adverts/1712832731Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041110","2024-04-11"," VEHICLE HIRE ONE TONNE TRUCK FOR GLENVIEW OPERATIONS","2024-04-11","10:00","10267058","adverts/Xerox Scan_10042024144721.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041111","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831555Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041112","2024-04-11"," DIESEL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS ","2024-04-11","10:00","10263784","adverts/1712833862Xerox Scan_10042024144734.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041113","2024-04-11","  PURCHASE OF .0.47MM CUSTOMISED IBR SHEETS TO TO FABRICATE GUARD ROOMS AT PRIMARY SUBSTATIONS RFQ No.	Quantity	RFQ Date","2024-04-11","10:00","10267395","adverts/1712820014Xerox Scan_10042024103603.PDF","acc404088","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041114","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834522Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041115","2024-03-07"," OFFICE BLINDS FOR CBD OFFICES","2024-04-13","10:00","10264722","adverts/Xerox Scan_11042024064243.PDF","acc404110","2024-03-07","2024-03-13","2024-04-11","harare"
"TD24041116","2024-04-11"," DIESEL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS ","2024-04-11","10:00","10263784","adverts/1712833455Xerox Scan_10042024144734.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041117","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837011Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041118","2024-04-11"," VEHICLE HIRE ONE TONNE TRUCK FOR GLENVIEW OPERATIONS","2024-04-11","10:00","10267058","adverts/1712834602Xerox Scan_10042024144721.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041119","2024-04-11"," VEHICLE HIRE ONE TONNE TRUCK FOR GLENVIEW OPERATIONS","2024-04-11","10:00","10267058","adverts/1712834487Xerox Scan_10042024144721.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD2404112","2024-04-11"," TO PURCHASE REFRESHEMENTS FOR MARKETING ROADSHOWS","2024-04-11","10:00","10267126","adverts/1712816960Xerox Scan_08042024065116.PDF","acc473700","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041120","2024-04-11"," DIESEL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS ","2024-04-11","10:00","10263784","adverts/1712833337Xerox Scan_10042024144734.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041121","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837364Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041122","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712836911Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041123","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831620Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041124","2024-04-11"," VEHICLE HIRE ONE TONNE TRUCK FOR GLENVIEW OPERATIONS","2024-04-11","10:00","10267058","adverts/1712834533Xerox Scan_10042024144721.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041125","2024-04-11"," VEHICLE HIRE ONE TONNE TRUCK FOR GLENVIEW OPERATIONS","2024-04-11","10:00","10267058","adverts/1712834486Xerox Scan_10042024144721.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041126","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834523Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041128","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834589Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041129","2024-04-19"," test","2024-05-07","10:00","10266886","adverts/New Text Document.txt","acc404110","2024-04-03","2024-04-02","2024-04-03","harare"
"TD2404113","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831775Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041130","2024-04-11"," Vehicle hire  Zengeza CSC for New connections and fault meter replacements","2024-04-11","10:00","10265278","adverts/1712830125Xerox Scan_10042024144817.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041131","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONL    ","2024-04-11","10:00","10266886","adverts/1712838561Xerox Scan_10042024144651.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041132","2024-04-11"," VEHICLE HIRE ONE TONNE TRUCK FOR GLENVIEW OPERATIONS","2024-04-11","10:00","10267058","adverts/1712834594Xerox Scan_10042024144721.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041133","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831618Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041134","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831557Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041135","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONL    ","2024-04-11","10:00","10266886","adverts/1712839185Xerox Scan_10042024144651.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041136","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS    ","2024-04-11","10:00","10266888","adverts/1712835376Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041137","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834619Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041138","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831554Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041139","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONL    ","2024-04-11","10:00","10266886","adverts/1712839082Xerox Scan_10042024144651.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD2404114","2024-04-11"," PURCHASE OF ANGLE IRON 40X40X5MM FOR SUBSTATION GATE REPAIRS","2024-04-11","10:00","10267447","adverts/Xerox Scan_10042024103658.PDF","acc404088","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041140","2024-04-11"," Vehicle hire  Zengeza CSC for New connections and fault meter replacements","2024-04-11","10:00","10265278","adverts/1712828700Xerox Scan_10042024144817.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041141","2024-04-11"," VEHICLE HIRING MABELREIGN DEPOT FOR 1 MONTH REG #ACG3402","2024-04-11","10:00","10265383","adverts/1712830725Xerox Scan_10042024144804.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041143","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834590Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041144","2024-04-11"," VEHICLE HIRING MABELREIGN DEPOT FOR 1 MONTH REG #ACG3402","2024-04-11","10:00","10265383","adverts/1712830723Xerox Scan_10042024144804.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041145","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831619Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041146","2024-04-11"," VEHICLE HIRE ONE TONNE TRUCK FOR GLENVIEW OPERATIONS","2024-04-11","10:00","10267058","adverts/1712834532Xerox Scan_10042024144721.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041147","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831559Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041148","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712836855Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041149","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834717Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD2404115","2024-04-11"," VEHICLE HIRING MABELREIGN DEPOT FOR 1 MONTH REG #ACG3402","2024-04-11","10:00","10265383","adverts/1712830826Xerox Scan_10042024144804.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041150","2024-04-11"," PURCHASE OF MATERIALS TO FABRICATE GUARD ROOMS AT PRIMARY SUBSTATIONS","2024-04-11","10:00","10267394","adverts/Xerox Scan_10042024103826.PDF","acc404088","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041151","2024-04-11"," PURCHASE OF CORDLESS ANGLE GRINDER","2024-04-11","10:00","10267432","adverts/Xerox Scan_11042024085558.PDF","acc281700","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041152","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONL    ","2024-04-11","10:00","10266886","adverts/1712840846Xerox Scan_10042024144651.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041153","2024-04-10"," Ruwa ceiling material","2024-04-11","10:00","10267435","adverts/1712829301Xerox Scan_11042024083058.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041154","2024-04-11"," PURCHASE OF 5KVA DIESEL GENERATOR","2024-04-11","10:00","10267429","adverts/Xerox Scan_11042024085527.PDF","acc281700","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041155","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831558Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041156","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834524Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041157","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837775Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041158","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONL    ","2024-04-11","10:00","10266886","adverts/1712840703Xerox Scan_10042024144651.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041159","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837773Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD2404116","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837560Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041160","2024-04-11"," TO PURCHASE BINOCULARS SUPER OPTICAL FOR NORTH DISTRICT","2024-04-11","10:00","10266284","adverts/1712814940Xerox Scan_10042024133348.PDF","acc404050","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041161","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837430Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041162","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834568Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041163","2024-04-11"," DIESEL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS ","2024-04-11","10:00","10263784","adverts/1712833454Xerox Scan_10042024144734.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041164","2024-04-11"," VEHICLE HIRING MABELREIGN DEPOT FOR 1 MONTH REG #ACG3402","2024-04-11","10:00","10265383","adverts/1712830823Xerox Scan_10042024144804.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041165","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834745Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041166","2024-02-09"," INSTALLATION OF INTERCO AT POMONA SUBSTATION","2024-02-15","10:00","10261433B","adverts/Xerox Scan_11042024063604.PDF","acc404088","2024-02-09","2024-02-15","2024-04-11","harare"
"TD24041167","2024-04-11"," VEHICLE HIRING MABELREIGN DEPOT FOR 1 MONTH REG #ACG3402","2024-04-11","10:00","10265383","adverts/1712830724Xerox Scan_10042024144804.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041168","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834662Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041169","2024-04-11"," VEHICLE HIRE ONE TONNE TRUCK FOR GLENVIEW OPERATIONS","2024-04-11","10:00","10267058","adverts/1712834485Xerox Scan_10042024144721.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD2404117","2024-04-11"," DIESEL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS ","2024-04-11","10:00","10263784","adverts/1712833453Xerox Scan_10042024144734.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041170","2024-04-11"," Vehicle hire  Zengeza CSC for New connections and fault meter replacements","2024-04-11","10:00","10265278","adverts/1712828699Xerox Scan_10042024144817.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041171","2024-04-11"," VEHICLE HIRING MABELREIGN DEPOT FOR 1 MONTH REG #ACG3402","2024-04-11","10:00","10265383","adverts/1712830825Xerox Scan_10042024144804.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041172","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONL    ","2024-04-11","10:00","10266886","adverts/1712839816Xerox Scan_10042024144651.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041173","2024-03-07"," OFFICE BLINDS FOR CBD OFFICES","2024-03-13","10:00","10264722","adverts/1712817875Xerox Scan_11042024064243.PDF","acc404110","2024-03-07","2024-03-13","2024-04-11","harare"
"TD24041174","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONL    ","2024-04-11","10:00","10266886","adverts/1712842169Xerox Scan_10042024144651.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041175","2024-04-11"," VEHICLE HIRING MABELREIGN DEPOT FOR 1 MONTH REG #ACG3402","2024-04-11","10:00","10265383","adverts/1712830827Xerox Scan_10042024144804.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041176","2024-04-10","to purchase BOOM GATE SYSTEM REMOTE TRANSMISSION","2024-04-11","10:00","10267363","adverts/Xerox Scan_11042024082736.PDF","acc473360","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041177","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834713Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041178","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837774Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041179","2024-04-11"," VEHICLE HIRE ONE TONNE TRUCK FOR GLENVIEW OPERATIONS","2024-04-11","10:00","10267058","adverts/1712834593Xerox Scan_10042024144721.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD2404118","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831617Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041180","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONL    ","2024-04-11","10:00","10266886","adverts/1712838966Xerox Scan_10042024144651.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041181","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837563Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041182","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834588Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041183","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834663Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041184","2024-04-11"," PURCHASE GATE WHEELS FOR REPAIR OF PRIMARY SUBSTATION GATES","2024-04-11","10:00","10267448","adverts/1712818700Xerox Scan_10042024103511.PDF","acc404088","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041185","2024-04-10"," Ruwa ceiling material","2024-04-11","10:00","10267435","adverts/Xerox Scan_11042024083058.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041186","2024-04-11"," DIESEL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS ","2024-04-11","10:00","10263784","adverts/1712833452Xerox Scan_10042024144734.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041187","2024-04-11"," VEHICLE HIRING MABELREIGN DEPOT FOR 1 MONTH REG #ACG3402","2024-04-11","10:00","10265383","adverts/1712830824Xerox Scan_10042024144804.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041188","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831556Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041189","2024-04-11"," PETROL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS FOR 30 DAYS FOR FEBRUARY 2024 AT US 109 DOLLARS PER DAY (AFU 3833)","2024-04-11","10:00","10263800","adverts/1712831776Xerox Scan_10042024144748.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD2404119","2024-04-11"," Vehicle hire  Zengeza CSC for New connections and fault meter replacements","2024-04-11","10:00","10265278","adverts/1712828698Xerox Scan_10042024144817.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041190","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837303Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041191","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837564Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041192","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834616Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041193","2024-04-11"," PURCHASE OF DRILL CORDLESS HAMMER","2024-04-11","10:00","10267431","adverts/Xerox Scan_11042024085546.PDF","acc281700","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041194","2024-04-09"," To purchase Trimmer line 3mmx40/55m , 2 stroke oil plus 1ltr , Husquavana chain oil  1ltr for Kuwadzana Warren park and Melborne Depos North District","2024-04-10","10:00","10267340","adverts/1712817320Xerox Scan_10042024095529.PDF","acc281700","2024-04-09","2024-04-10","2024-04-10","harare"
"TD24041195","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONL    ","2024-04-11","10:00","10266886","adverts/1712842821Xerox Scan_10042024144651.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041196","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834618Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041197","2024-04-11"," VEHICLE HIRING MABELREIGN DEPOT FOR 1 MONTH REG #ACG3402","2024-04-11","10:00","10265383","adverts/1712830726Xerox Scan_10042024144804.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD24041198","2024-04-10","  paint for ruwa depot construction","2024-04-11","10:00","10267433","adverts/1712834620Xerox Scan_11042024082847.PDF","acc281700","2024-04-10","2024-04-11","2024-04-11","harare"
"TD24041199","2024-04-11"," HIRE OF 1 TONNE TRUCK FOR OPERATIONS  ","2024-04-11","10:00","10266888","adverts/1712837012Xerox Scan_10042024144706.PDF","acc473600","2024-04-11","2024-04-11","2024-04-11","harare"
"TD2404121","2024-04-12"," DIESEL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS","2024-04-12","10:00","10266428","adverts/1712901106Xerox Scan_10042024144637.PDF","acc473600","2024-04-12","2024-04-12","2024-04-12","harare"
"TD24041210","2024-04-12"," DIESEL VEHICLE HIRE FOR SOUTHERTON DEPOT OPERATIONS","2024-04-12","10:00","10266428","adverts/1712901085Xerox Scan_10042024144637.PDF","acc473600","2024-04-12","2024-04-12","2024-04-12","harare"
"TD24041211","2024-04-12","Vehicle Hire 30 days Kuwadzana CSC Reg AGI 1011","2024-04-12","10:00","10266607","adverts/1712902395Xerox Scan_10042024144550.PDF","acc473600","2024-04-12","2024-04-12","2024-04-12","harare"
