,document_id,sup_id,model,status,message
1176,D22121335,ze281875,Committee,Success,SUCCESS
1177,D22121335,ze309702,Committee,Success,SUCCESS
1178,D22121335, ,DPApproval,Failed,DB finance_user empty
1179,D22121335, ,DPApproval,Failed,GM DB finance_user empty
1180,D22121348,ze54119,Committee,Success,SUCCESS
1181,D22121348,ze231169,Committee,Success,SUCCESS
1182,D22121348, ,DPApproval,Failed,DB finance_user empty
1183,D22121348, ,DPApproval,Failed,GM DB finance_user empty
1184,D22121366,ze54119,Committee,Success,SUCCESS
1185,D22121366,ze231169,Committee,Success,SUCCESS
1186,D22121366, ,DPApproval,Failed,DB finance_user empty
1187,D22121366, ,DPApproval,Failed,GM DB finance_user empty
1188,D22121372,ze281875,Committee,Success,SUCCESS
1189,D22121372,ze309702,Committee,Success,SUCCESS
1190,D22121372, ,DPApproval,Failed,DB finance_user empty
1191,D22121372, ,DPApproval,Failed,GM DB finance_user empty
1192,D22121375,ze54119,Committee,Success,SUCCESS
1193,D22121375,ze231169,Committee,Success,SUCCESS
1194,D22121375, ,DPApproval,Failed,DB finance_user empty
1195,D22121375, ,DPApproval,Failed,GM DB finance_user empty
1196,D22121376,ze281875,Committee,Success,SUCCESS
1197,D22121376,ze309702,Committee,Success,SUCCESS
1198,D22121376, ,DPApproval,Failed,DB finance_user empty
1199,D22121376, ,DPApproval,Failed,GM DB finance_user empty
1200,D22121394,ze281875,Committee,Success,SUCCESS
1201,D22121394,ze309702,Committee,Success,SUCCESS
1202,D22121394, ,DPApproval,Failed,DB finance_user empty
1203,D22121394, ,DPApproval,Failed,GM DB finance_user empty
1204,D23012051,ze281875,Committee,Success,SUCCESS
1205,D23012051,ze309702,Committee,Success,SUCCESS
1206,D23012051, ,DPApproval,Failed,DB finance_user empty
1207,D23012051, ,DPApproval,Failed,GM DB finance_user empty
1208,D23012083,ze281875,Committee,Success,SUCCESS
1209,D23012083,ze309702,Committee,Success,SUCCESS
1210,D23012083, ,DPApproval,Failed,DB finance_user empty
1211,D23012083, ,DPApproval,Failed,GM DB finance_user empty
1212,D23012412,ze281875,Committee,Success,SUCCESS
1213,D23012412,ze309702,Committee,Success,SUCCESS
1214,D23012412, ,DPApproval,Failed,DB finance_user empty
1215,D23012412, ,DPApproval,Failed,GM DB finance_user empty
1216,D23012439,ze281875,Committee,Success,SUCCESS
1217,D23012439,ze309702,Committee,Success,SUCCESS
1218,D23012439, ,DPApproval,Failed,DB finance_user empty
1219,D23012439, ,DPApproval,Failed,GM DB finance_user empty
1220,D2301245,ze281875,Committee,Success,SUCCESS
1221,D2301245,ze309702,Committee,Success,SUCCESS
1222,D2301245, ,DPApproval,Failed,DB finance_user empty
1223,D2301245, ,DPApproval,Failed,GM DB finance_user empty
1224,D23012487,ze281875,Committee,Success,SUCCESS
1225,D23012487,ze309702,Committee,Success,SUCCESS
1226,D23012487, ,DPApproval,Failed,DB finance_user empty
1227,D23012487, ,DPApproval,Failed,GM DB finance_user empty
1228,D23013019,ze281875,Committee,Success,SUCCESS
1229,D23013019,ze309702,Committee,Success,SUCCESS
1230,D23013019, ,DPApproval,Failed,DB finance_user empty
1231,D23013019, ,DPApproval,Failed,GM DB finance_user empty
1232,D2301309,ze281875,Committee,Success,SUCCESS
1233,D2301309,ze309702,Committee,Success,SUCCESS
1234,D2301309, ,DPApproval,Failed,DB finance_user empty
1235,D2301309, ,DPApproval,Failed,GM DB finance_user empty
1236,D23013097,ze281875,Committee,Success,SUCCESS
1237,D23013097,ze309702,Committee,Success,SUCCESS
1238,D23013097, ,DPApproval,Failed,DB finance_user empty
1239,D23013097, ,DPApproval,Failed,GM DB finance_user empty
1240,D2302022,ze281875,Committee,Success,SUCCESS
1241,D2302022,ze309702,Committee,Success,SUCCESS
1242,D2302022, ,DPApproval,Failed,DB finance_user empty
1243,D2302022, ,DPApproval,Failed,GM DB finance_user empty
1244,D23020240,ze281875,Committee,Success,SUCCESS
1245,D23020240,ze309702,Committee,Success,SUCCESS
1246,D23020240, ,DPApproval,Failed,DB finance_user empty
1247,D23020240, ,DPApproval,Failed,GM DB finance_user empty
1248,D2302027,ze281875,Committee,Success,SUCCESS
1249,D2302027,ze309702,Committee,Success,SUCCESS
1250,D2302027, ,DPApproval,Failed,DB finance_user empty
1251,D2302027, ,DPApproval,Failed,GM DB finance_user empty
1252,D23020289,ze281875,Committee,Success,SUCCESS
1253,D23020289,ze309702,Committee,Success,SUCCESS
1254,D23020289, ,DPApproval,Failed,DB finance_user empty
1255,D23020289, ,DPApproval,Failed,GM DB finance_user empty
1256,D23020668,ze281875,Committee,Success,SUCCESS
1257,D23020668,ze309702,Committee,Success,SUCCESS
1258,D23020668, ,DPApproval,Failed,DB finance_user empty
1259,D23020668, ,DPApproval,Failed,GM DB finance_user empty
1260,D23020846,ze281875,Committee,Success,SUCCESS
1261,D23020846,ze309702,Committee,Success,SUCCESS
1262,D23020846, ,DPApproval,Failed,DB finance_user empty
1263,D23020846, ,DPApproval,Failed,GM DB finance_user empty
1264,D23022295,ze281875,Committee,Success,SUCCESS
1265,D23022295,ze309702,Committee,Success,SUCCESS
1266,D23022295, ,DPApproval,Failed,DB finance_user empty
1267,D23022295, ,DPApproval,Failed,GM DB finance_user empty
1268,D23022321,ze281875,Committee,Success,SUCCESS
1269,D23022321,ze309702,Committee,Success,SUCCESS
1270,D23022321, ,DPApproval,Failed,DB finance_user empty
1271,D23022321, ,DPApproval,Failed,GM DB finance_user empty
1272,D23022722,ze281875,Committee,Success,SUCCESS
1273,D23022722,ze309702,Committee,Success,SUCCESS
1274,D23022722, ,DPApproval,Failed,DB finance_user empty
1275,D23022722, ,DPApproval,Failed,GM DB finance_user empty
1276,D23022728,ze281875,Committee,Success,SUCCESS
1277,D23022728,ze309702,Committee,Success,SUCCESS
1278,D23022728, ,DPApproval,Failed,DB finance_user empty
1279,D23022728, ,DPApproval,Failed,GM DB finance_user empty
1280,D23022757,ze281875,Committee,Success,SUCCESS
1281,D23022757,ze309702,Committee,Success,SUCCESS
1282,D23022757, ,DPApproval,Failed,DB finance_user empty
1283,D23022757, ,DPApproval,Failed,GM DB finance_user empty
1284,D2302276,ze281875,Committee,Success,SUCCESS
1285,D2302276,ze309702,Committee,Success,SUCCESS
1286,D2302276, ,DPApproval,Failed,DB finance_user empty
1287,D2302276, ,DPApproval,Failed,GM DB finance_user empty
1288,D23022774,ze281875,Committee,Success,SUCCESS
1289,D23022774,ze309702,Committee,Success,SUCCESS
1290,D23022774, ,DPApproval,Failed,DB finance_user empty
1291,D23022774, ,DPApproval,Failed,GM DB finance_user empty
1292,D2302278,ze281875,Committee,Success,SUCCESS
1293,D2302278,ze309702,Committee,Success,SUCCESS
1294,D2302278, ,DPApproval,Failed,DB finance_user empty
1295,D2302278, ,DPApproval,Failed,GM DB finance_user empty
1296,D23022784,ze281875,Committee,Success,SUCCESS
1297,D23022784,ze309702,Committee,Success,SUCCESS
1298,D23022784, ,DPApproval,Failed,DB finance_user empty
1299,D23022784, ,DPApproval,Failed,GM DB finance_user empty
1300,D23022890,ze281875,Committee,Success,SUCCESS
1301,D23022890,ze309702,Committee,Success,SUCCESS
1302,D23022890, ,DPApproval,Failed,DB finance_user empty
1303,D23022890, ,DPApproval,Failed,GM DB finance_user empty
1304,D23030197,ze281875,Committee,Success,SUCCESS
1305,D23030197,ze309702,Committee,Success,SUCCESS
1306,D23030197, ,DPApproval,Failed,DB finance_user empty
1307,D23030197, ,DPApproval,Failed,GM DB finance_user empty
1308,D23030217,ze281875,Committee,Success,SUCCESS
1309,D23030217,ze309702,Committee,Success,SUCCESS
1310,D23030217, ,DPApproval,Failed,DB finance_user empty
1311,D23030217, ,DPApproval,Failed,GM DB finance_user empty
1312,D23032143,ze281875,Committee,Success,SUCCESS
1313,D23032143,ze309702,Committee,Success,SUCCESS
1314,D23032143, ,DPApproval,Failed,DB finance_user empty
1315,D23032143, ,DPApproval,Failed,GM DB finance_user empty
1316,D23032193,ze281875,Committee,Success,SUCCESS
1317,D23032193,ze309702,Committee,Success,SUCCESS
1318,D23032193, ,DPApproval,Failed,DB finance_user empty
1319,D23032193, ,DPApproval,Failed,GM DB finance_user empty
1320,D23032414,ze281875,Committee,Success,SUCCESS
1321,D23032414,ze309702,Committee,Success,SUCCESS
1322,D23032414, ,DPApproval,Failed,DB finance_user empty
1323,D23032414, ,DPApproval,Failed,GM DB finance_user empty
1324,D23032425,ze281875,Committee,Success,SUCCESS
1325,D23032425,ze309702,Committee,Success,SUCCESS
1326,D23032425, ,DPApproval,Failed,DB finance_user empty
1327,D23032425, ,DPApproval,Failed,GM DB finance_user empty
1328,D23032452,ze281875,Committee,Success,SUCCESS
1329,D23032452,ze309702,Committee,Success,SUCCESS
1330,D23032452, ,DPApproval,Failed,DB finance_user empty
1331,D23032452, ,DPApproval,Failed,GM DB finance_user empty
1332,D23032465,ze281875,Committee,Success,SUCCESS
1333,D23032465,ze309702,Committee,Success,SUCCESS
1334,D23032465, ,DPApproval,Failed,DB finance_user empty
1335,D23032465, ,DPApproval,Failed,GM DB finance_user empty
1336,D23032470,ze281875,Committee,Success,SUCCESS
1337,D23032470,ze309702,Committee,Success,SUCCESS
1338,D23032470, ,DPApproval,Failed,DB finance_user empty
1339,D23032470, ,DPApproval,Failed,GM DB finance_user empty
1340,D23032476,ze281875,Committee,Success,SUCCESS
1341,D23032476,ze309702,Committee,Success,SUCCESS
1342,D23032476, ,DPApproval,Failed,DB finance_user empty
1343,D23032476, ,DPApproval,Failed,GM DB finance_user empty
1344,D23032478,ze281875,Committee,Success,SUCCESS
1345,D23032478,ze309702,Committee,Success,SUCCESS
1346,D23032478, ,DPApproval,Failed,DB finance_user empty
1347,D23032478, ,DPApproval,Failed,GM DB finance_user empty
1348,D23032481,ze281875,Committee,Success,SUCCESS
1349,D23032481,ze309702,Committee,Success,SUCCESS
1350,D23032481, ,DPApproval,Failed,DB finance_user empty
1351,D23032481, ,DPApproval,Failed,GM DB finance_user empty
1352,D2304052,ze281875,Committee,Success,SUCCESS
1353,D2304052,ze309702,Committee,Success,SUCCESS
1354,D2304052, ,DPApproval,Failed,DB finance_user empty
1355,D2304052, ,DPApproval,Failed,GM DB finance_user empty
1356,D23040577,ze281875,Committee,Success,SUCCESS
1357,D23040577,ze309702,Committee,Success,SUCCESS
1358,D23040577, ,DPApproval,Failed,DB finance_user empty
1359,D23040577, ,DPApproval,Failed,GM DB finance_user empty
1360,D23042620,ze281875,Committee,Success,SUCCESS
1361,D23042620,ze309702,Committee,Success,SUCCESS
1362,D23042620, ,DPApproval,Failed,DB finance_user empty
1363,D23042620, ,DPApproval,Failed,GM DB finance_user empty
1364,D23042629,ze281875,Committee,Success,SUCCESS
1365,D23042629,ze309702,Committee,Success,SUCCESS
1366,D23042629, ,DPApproval,Failed,DB finance_user empty
1367,D23042629, ,DPApproval,Failed,GM DB finance_user empty
1368,D23042637,ze281875,Committee,Success,SUCCESS
1369,D23042637,ze309702,Committee,Success,SUCCESS
1370,D23042637, ,DPApproval,Failed,DB finance_user empty
1371,D23042637, ,DPApproval,Failed,GM DB finance_user empty
1372,D23042640,ze281875,Committee,Success,SUCCESS
1373,D23042640,ze309702,Committee,Success,SUCCESS
1374,D23042640, ,DPApproval,Failed,DB finance_user empty
1375,D23042640, ,DPApproval,Failed,GM DB finance_user empty
1376,D23042646,ze281875,Committee,Success,SUCCESS
1377,D23042646,ze309702,Committee,Success,SUCCESS
1378,D23042646, ,DPApproval,Failed,DB finance_user empty
1379,D23042646, ,DPApproval,Failed,GM DB finance_user empty
1380,D23042648,ze281875,Committee,Success,SUCCESS
1381,D23042648,ze309702,Committee,Success,SUCCESS
1382,D23042648, ,DPApproval,Failed,DB finance_user empty
1383,D23042648, ,DPApproval,Failed,GM DB finance_user empty
1384,D23042661,ze281875,Committee,Success,SUCCESS
1385,D23042661,ze309702,Committee,Success,SUCCESS
1386,D23042661, ,DPApproval,Failed,DB finance_user empty
1387,D23042661, ,DPApproval,Failed,GM DB finance_user empty
1388,D23042663,ze281875,Committee,Success,SUCCESS
1389,D23042663,ze309702,Committee,Success,SUCCESS
1390,D23042663, ,DPApproval,Failed,DB finance_user empty
1391,D23042663, ,DPApproval,Failed,GM DB finance_user empty
1392,D23042671,ze281875,Committee,Success,SUCCESS
1393,D23042671,ze309702,Committee,Success,SUCCESS
1394,D23042671, ,DPApproval,Failed,DB finance_user empty
1395,D23042671, ,DPApproval,Failed,GM DB finance_user empty
1396,D23042694,ze281875,Committee,Success,SUCCESS
1397,D23042694,ze309702,Committee,Success,SUCCESS
1398,D23042694, ,DPApproval,Failed,DB finance_user empty
1399,D23042694, ,DPApproval,Failed,GM DB finance_user empty
1400,D23050293,ze281875,Committee,Success,SUCCESS
1401,D23050293,ze309702,Committee,Success,SUCCESS
1402,D23050293, ,DPApproval,Failed,DB finance_user empty
1403,D23050293, ,DPApproval,Failed,GM DB finance_user empty
1404,D23050296,ze281875,Committee,Success,SUCCESS
1405,D23050296,ze309702,Committee,Success,SUCCESS
1406,D23050296, ,DPApproval,Failed,DB finance_user empty
1407,D23050296, ,DPApproval,Failed,GM DB finance_user empty
1408,D23051870,ze281875,Committee,Success,SUCCESS
1409,D23051870,ze309702,Committee,Success,SUCCESS
1410,D23051870, ,DPApproval,Failed,DB finance_user empty
1411,D23051870, ,DPApproval,Failed,GM DB finance_user empty
1412,D23051871,ze281875,Committee,Success,SUCCESS
1413,D23051871,ze309702,Committee,Success,SUCCESS
1414,D23051871, ,DPApproval,Failed,DB finance_user empty
1415,D23051871, ,DPApproval,Failed,GM DB finance_user empty
1416,D23051991,ze281875,Committee,Success,SUCCESS
1417,D23051991,ze309702,Committee,Success,SUCCESS
1418,D23051991, ,DPApproval,Failed,DB finance_user empty
1419,D23051991, ,DPApproval,Failed,GM DB finance_user empty
1420,D2305224,ze281875,Committee,Success,SUCCESS
1421,D2305224,ze309702,Committee,Success,SUCCESS
1422,D2305224, ,DPApproval,Failed,DB finance_user empty
1423,D2305224, ,DPApproval,Failed,GM DB finance_user empty
1424,D23052254,ze281875,Committee,Success,SUCCESS
1425,D23052254,ze309702,Committee,Success,SUCCESS
1426,D23052254, ,DPApproval,Failed,DB finance_user empty
1427,D23052254, ,DPApproval,Failed,GM DB finance_user empty
1428,D23052295,ze281875,Committee,Success,SUCCESS
1429,D23052295,ze309702,Committee,Success,SUCCESS
1430,D23052295, ,DPApproval,Failed,DB finance_user empty
1431,D23052295, ,DPApproval,Failed,GM DB finance_user empty
1432,D23052932,ze281875,Committee,Success,SUCCESS
1433,D23052932,ze309702,Committee,Success,SUCCESS
1434,D23052932, ,DPApproval,Failed,DB finance_user empty
1435,D23052932, ,DPApproval,Failed,GM DB finance_user empty
1436,D23053194,ze281875,Committee,Success,SUCCESS
1437,D23053194,ze309702,Committee,Success,SUCCESS
1438,D23053194, ,DPApproval,Failed,DB finance_user empty
1439,D23053194, ,DPApproval,Failed,GM DB finance_user empty
1440,D23060174,ze281875,Committee,Success,SUCCESS
1441,D23060174,ze309702,Committee,Success,SUCCESS
1442,D23060174, ,DPApproval,Failed,DB finance_user empty
1443,D23060174, ,DPApproval,Failed,GM DB finance_user empty
1444,D23060190,ze281875,Committee,Success,SUCCESS
1445,D23060190,ze309702,Committee,Success,SUCCESS
1446,D23060190, ,DPApproval,Failed,DB finance_user empty
1447,D23060190, ,DPApproval,Failed,GM DB finance_user empty
1448,D2306054,ze281875,Committee,Success,SUCCESS
1449,D2306054,ze309702,Committee,Success,SUCCESS
1450,D2306054, ,DPApproval,Failed,DB finance_user empty
1451,D2306054, ,DPApproval,Failed,GM DB finance_user empty
1452,D2306056,ze281875,Committee,Success,SUCCESS
1453,D2306056,ze309702,Committee,Success,SUCCESS
1454,D2306056, ,DPApproval,Failed,DB finance_user empty
1455,D2306056, ,DPApproval,Failed,GM DB finance_user empty
1456,D23060566,ze281875,Committee,Success,SUCCESS
1457,D23060566,ze309702,Committee,Success,SUCCESS
1458,D23060566, ,DPApproval,Failed,DB finance_user empty
1459,D23060566, ,DPApproval,Failed,GM DB finance_user empty
1460,D23060583,ze281875,Committee,Success,SUCCESS
1461,D23060583,ze309702,Committee,Success,SUCCESS
1462,D23060583, ,DPApproval,Failed,DB finance_user empty
1463,D23060583, ,DPApproval,Failed,GM DB finance_user empty
1464,D23060597,ze281875,Committee,Success,SUCCESS
1465,D23060597,ze309702,Committee,Success,SUCCESS
1466,D23060597, ,DPApproval,Failed,DB finance_user empty
1467,D23060597, ,DPApproval,Failed,GM DB finance_user empty
1468,D23060669,ze281875,Committee,Success,SUCCESS
1469,D23060669,ze309702,Committee,Success,SUCCESS
1470,D23060669,ze301736,DPApproval,Success,SUCCESS
1471,D23060669,ze301736,DPApproval,Success,SUCCESS GM
1472,D23060674,ze281875,Committee,Success,SUCCESS
1473,D23060674,ze309702,Committee,Success,SUCCESS
1474,D23060674, ,DPApproval,Failed,DB finance_user empty
1475,D23060674, ,DPApproval,Failed,GM DB finance_user empty
1476,D23061263,ze281875,Committee,Success,SUCCESS
1477,D23061263,ze309702,Committee,Success,SUCCESS
1478,D23061263,ze301736,DPApproval,Success,SUCCESS
1479,D23061263,ze301736,DPApproval,Success,SUCCESS GM
1480,D23061389,ze281875,Committee,Success,SUCCESS
1481,D23061389,ze309702,Committee,Success,SUCCESS
1482,D23061389,ze301736,DPApproval,Success,SUCCESS
1483,D23061389,ze301736,DPApproval,Success,SUCCESS GM
1484,D23061916,ze281875,Committee,Success,SUCCESS
1485,D23061916,ze309702,Committee,Success,SUCCESS
1486,D23061916,ze301736,DPApproval,Success,SUCCESS
1487,D23061916,ze301736,DPApproval,Success,SUCCESS GM
1488,D23061970,ze281875,Committee,Success,SUCCESS
1489,D23061970,ze309702,Committee,Success,SUCCESS
1490,D23061970,ze301736,DPApproval,Success,SUCCESS
1491,D23061970,ze301736,DPApproval,Success,SUCCESS GM
1492,D23062326,ze281875,Committee,Success,SUCCESS
1493,D23062326,ze309702,Committee,Success,SUCCESS
1494,D23062326,ze301736,DPApproval,Success,SUCCESS
1495,D23062326,ze301736,DPApproval,Success,SUCCESS GM
1496,D23062335,ze281875,Committee,Success,SUCCESS
1497,D23062335,ze309702,Committee,Success,SUCCESS
1498,D23062335,ze301736,DPApproval,Success,SUCCESS
1499,D23062335,ze301736,DPApproval,Success,SUCCESS GM
1500,D23062368,ze281875,Committee,Success,SUCCESS
1501,D23062368,ze309702,Committee,Success,SUCCESS
1502,D23062368,ze301736,DPApproval,Success,SUCCESS
1503,D23062368,ze301736,DPApproval,Success,SUCCESS GM
1504,D23062390,ze281875,Committee,Success,SUCCESS
1505,D23062390,ze309702,Committee,Success,SUCCESS
1506,D23062390,ze301736,DPApproval,Success,SUCCESS
1507,D23062390,ze301736,DPApproval,Success,SUCCESS GM
1508,D23062395,ze281875,Committee,Success,SUCCESS
1509,D23062395,ze309702,Committee,Success,SUCCESS
1510,D23062395,ze301736,DPApproval,Success,SUCCESS
1511,D23062395,ze301736,DPApproval,Success,SUCCESS GM
1512,D23062870,ze281875,Committee,Success,SUCCESS
1513,D23062870,ze309702,Committee,Success,SUCCESS
1514,D23062870,ze301736,DPApproval,Success,SUCCESS
1515,D23062870,ze301736,DPApproval,Success,SUCCESS GM
1516,D23070546,ze281875,Committee,Success,SUCCESS
1517,D23070546,ze309702,Committee,Success,SUCCESS
1518,D23070546,ze301736,DPApproval,Success,SUCCESS
1519,D23070546,ze301736,DPApproval,Success,SUCCESS GM
1520,D23071133,ze281875,Committee,Success,SUCCESS
1521,D23071133,ze309702,Committee,Success,SUCCESS
1522,D23071133,ze301736,DPApproval,Success,SUCCESS
1523,D23071133,ze301736,DPApproval,Success,SUCCESS GM
1524,D23071141,ze281875,Committee,Success,SUCCESS
1525,D23071141,ze309702,Committee,Success,SUCCESS
1526,D23071141,ze301736,DPApproval,Success,SUCCESS
1527,D23071141,ze301736,DPApproval,Success,SUCCESS GM
1528,D2307187,ze281875,Committee,Success,SUCCESS
1529,D2307187,ze309702,Committee,Success,SUCCESS
1530,D2307187,ze301736,DPApproval,Success,SUCCESS
1531,D2307187,ze301736,DPApproval,Success,SUCCESS GM
1532,D23071891,ze281875,Committee,Success,SUCCESS
1533,D23071891,ze309702,Committee,Success,SUCCESS
1534,D23071891,ze301736,DPApproval,Success,SUCCESS
1535,D23071891,ze301736,DPApproval,Success,SUCCESS GM
1536,D23072523,ze281875,Committee,Success,SUCCESS
1537,D23072523,ze309702,Committee,Success,SUCCESS
1538,D23072523,ze301736,DPApproval,Success,SUCCESS
1539,D23072523,ze301736,DPApproval,Success,SUCCESS GM
1540,D2307253,ze281875,Committee,Success,SUCCESS
1541,D2307253,ze309702,Committee,Success,SUCCESS
1542,D2307253,ze301736,DPApproval,Success,SUCCESS
1543,D2307253,ze301736,DPApproval,Success,SUCCESS GM
1544,D23072532,ze281875,Committee,Success,SUCCESS
1545,D23072532,ze309702,Committee,Success,SUCCESS
1546,D23072532,ze301736,DPApproval,Success,SUCCESS
1547,D23072532,ze301736,DPApproval,Success,SUCCESS GM
1548,D23072552,ze281875,Committee,Success,SUCCESS
1549,D23072552,ze309702,Committee,Success,SUCCESS
1550,D23072552,ze301736,DPApproval,Success,SUCCESS
1551,D23072552,ze301736,DPApproval,Success,SUCCESS GM
1552,D23072574,ze281875,Committee,Success,SUCCESS
1553,D23072574,ze309702,Committee,Success,SUCCESS
1554,D23072574,ze301736,DPApproval,Success,SUCCESS
1555,D23072574,ze301736,DPApproval,Success,SUCCESS GM
1556,D23072577,ze281875,Committee,Success,SUCCESS
1557,D23072577,ze309702,Committee,Success,SUCCESS
1558,D23072577,ze301736,DPApproval,Success,SUCCESS
1559,D23072577,ze301736,DPApproval,Success,SUCCESS GM
1560,D23072693,ze281875,Committee,Success,SUCCESS
1561,D23072693,ze309702,Committee,Success,SUCCESS
1562,D23072693,ze301736,DPApproval,Success,SUCCESS
1563,D23072693,ze301736,DPApproval,Success,SUCCESS GM
1564,D23082958,ze281875,Committee,Success,SUCCESS
1565,D23082958,ze309702,Committee,Success,SUCCESS
1566,D23082958,ze301736,DPApproval,Success,SUCCESS
1567,D23082958,ze301736,DPApproval,Success,SUCCESS GM
1568,D23082967,ze281875,Committee,Success,SUCCESS
1569,D23082967,ze309702,Committee,Success,SUCCESS
1570,D23082967,ze301736,DPApproval,Success,SUCCESS
1571,D23082967,ze301736,DPApproval,Success,SUCCESS GM
1572,D23083183,ze281875,Committee,Success,SUCCESS
1573,D23083183,ze309702,Committee,Success,SUCCESS
1574,D23083183,ze301736,DPApproval,Success,SUCCESS
1575,D23083183,ze301736,DPApproval,Success,SUCCESS GM
1576,D23122035,ze236306,Committee,Success,SUCCESS
1577,D23122035, ,Committee,Failed,member profile empty
1578,D23122035, ,DPApproval,Failed,DB finance_user empty
1579,D23122035, ,DPApproval,Failed,GM DB finance_user empty
1580,D24022346,ze53821,Committee,Success,SUCCESS
1581,D24022346, ,Committee,Failed,member profile empty
1582,D24022346, ,DPApproval,Failed,DB finance_user empty
1583,D24022346, ,DPApproval,Failed,GM DB finance_user empty
1584,D24032167,ze345024,Committee,Success,SUCCESS
1585,D24032167, ,Committee,Failed,member profile empty
1586,D24032167, ,DPApproval,Failed,DB finance_user empty
1587,D24032167, ,DPApproval,Failed,GM DB finance_user empty
1588,D24032776,ze261084,Committee,Success,SUCCESS
1589,D24032776, ,Committee,Failed,member profile empty
1590,D24032776, ,DPApproval,Failed,DB finance_user empty
1591,D24032776, ,DPApproval,Failed,GM DB finance_user empty
1592,D24032829,ze281875,Committee,Success,SUCCESS
1593,D24032829,ze294268,Committee,Success,SUCCESS
1594,D24032829,ze301736,DPApproval,Success,SUCCESS
1595,D24032829,ze301736,DPApproval,Success,SUCCESS GM
1596,D24032836,ZE9141359,Committee,Success,SUCCESS
1597,D24032836, ,Committee,Failed,member profile empty
1598,D24032836, ,DPApproval,Failed,DB finance_user empty
1599,D24032836, ,DPApproval,Failed,GM DB finance_user empty
1600,D24032857,ze281875,Committee,Success,SUCCESS
1601,D24032857,ze294268,Committee,Success,SUCCESS
1602,D24032857,ze301736,DPApproval,Success,SUCCESS
1603,D24032857,ze301736,DPApproval,Success,SUCCESS GM
1604,D24032894,ZE9141359,Committee,Success,SUCCESS
1605,D24032894, ,Committee,Failed,member profile empty
1606,D24032894, ,DPApproval,Failed,DB finance_user empty
1607,D24032894, ,DPApproval,Failed,GM DB finance_user empty
1608,D24040251,ze281875,Committee,Success,SUCCESS
1609,D24040251,ze224510,Committee,Success,SUCCESS
1610,D24040251, ,DPApproval,Failed,DB finance_user empty
1611,D24040251, ,DPApproval,Failed,GM DB finance_user empty
1612,D24041928,9104681,Committee,Failed,member profile empty
1613,D24041928,ze294136,Committee,Success,SUCCESS
1614,D24041928, ,DPApproval,Failed,DB finance_user empty
1615,D24041928, ,DPApproval,Failed,GM DB finance_user empty
